ID	CC	annotation
PF00086	542	Thyroglobulin type-1 repeat
PF00087	31	Snake toxin and toxin-like protein
PF00088	247	Trefoil (P-type) domain
PF00089	2977	Trypsin
PF00090	4542	Thrombospondin type 1 domain
PF00091	630	Tubulin/FtsZ family, GTPase domain
PF00092	1935	von Willebrand factor type A domain
PF00093	817	von Willebrand factor type C domain
PF00094	954	von Willebrand factor type D domain
PF00095	365	WAP-type (Whey Acidic Protein) 'four-disulfide core'
PF00096	57558	Zinc finger, C2H2 type
PF00097	653	Zinc finger, C3HC4 type (RING finger)
PF00098	1210	Zinc knuckle
PF00100	512	Zona pellucida-like domain
PF00101	22	Ribulose bisphosphate carboxylase, small chain
PF00102	1329	Protein-tyrosine phosphatase
PF00103	107	Somatotropin hormone family
PF00104	1262	Ligand-binding domain of nuclear hormone receptor
PF00105	1285	Zinc finger, C4 type (two domains)
PF00106	2101	short chain dehydrogenase
PF00107	782	Zinc-binding dehydrogenase
PF00108	221	Thiolase, N-terminal domain
PF00109	277	Beta-ketoacyl synthase, N-terminal domain
PF00110	356	wnt family
PF00111	214	2Fe-2S iron-sulfur cluster binding domain
PF00112	816	Papain family cysteine protease
PF00113	122	Enolase, C-terminal TIM barrel domain
PF00115	34	Cytochrome C and Quinol oxidase polypeptide I
PF00116	24	Cytochrome C oxidase subunit II, periplasmic domain
PF00117	269	Glutamine amidotransferase class-I
PF00118	589	TCP-1/cpn60 chaperonin family
PF00119	41	ATP synthase A chain
PF00120	103	Glutamine synthetase, catalytic domain
PF00121	63	Triosephosphate isomerase
PF00122	1132	E1-E2 ATPase
PF00123	123	Peptide hormone
PF00124	12	Photosynthetic reaction centre protein
PF00125	1813	Core histone H2A/H2B/H3/H4
PF00126	7	Bacterial regulatory helix-turn-helix protein, lysR family
PF00127	8	Copper binding proteins, plastocyanin/azurin family
PF00128	263	Alpha amylase, catalytic domain
PF00129	247	Class I Histocompatibility antigen, domains alpha 1 and 2
PF00130	1169	Phorbol esters/diacylglycerol binding domain (C1 domain)
PF00131	56	Metallothionein
PF00132	325	Bacterial transferase hexapeptide (six repeats)
PF00133	343	tRNA synthetases class I (I, L, M and V)
PF00134	915	Cyclin, N-terminal domain
PF00135	805	Carboxylesterase family
PF00136	181	DNA polymerase family B
PF00137	298	ATP synthase subunit C
PF00139	140	Legume lectin domain
PF00140	3	Sigma-70 factor, region 1.2
PF00141	299	Peroxidase
PF00142	2	4Fe-4S iron sulfur cluster binding proteins, NifH/frxC family
PF00143	185	Interferon alpha/beta domain
PF00144	146	Beta-lactamase
PF00145	141	C-5 cytosine-specific DNA methylase
PF00146	25	NADH dehydrogenase
PF00147	952	Fibrinogen beta and gamma chains, C-terminal globular domain
PF00148	5	Nitrogenase component 1 type Oxidoreductase
PF00149	1466	Calcineurin-like phosphoesterase
PF00150	232	Cellulase (glycosyl hydrolase family 5)
PF00151	248	Lipase
PF00152	269	tRNA synthetases class II (D, K and N)
PF00153	5214	Mitochondrial carrier protein
PF00154	22	recA bacterial DNA recombination protein
PF00155	716	Aminotransferase class I and II
PF00156	221	Phosphoribosyl transferase domain
PF00157	229	Pou domain - N-terminal to homeobox domain
PF00158	6	Sigma-54 interaction domain
PF00159	39	Pancreatic hormone peptide
PF00160	759	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD
PF00161	18	Ribosome inactivating protein
PF00162	68	Phosphoglycerate kinase
PF00163	87	Ribosomal protein S4/S9 N-terminal domain
PF00164	89	Ribosomal protein S12/S23
PF00166	69	Chaperonin 10 Kd subunit
PF00167	323	Fibroblast growth factor
PF00168	4735	C2 domain
PF00169	3969	PH domain
PF00170	685	bZIP transcription factor
PF00171	702	Aldehyde dehydrogenase family
PF00172	536	Fungal Zn(2)-Cys(6) binuclear cluster domain
PF00173	557	Cytochrome b5-like Heme/Steroid binding domain
PF00174	60	Oxidoreductase molybdopterin binding domain
PF00175	395	Oxidoreductase NAD-binding domain
PF00176	1071	SNF2 family N-terminal domain
PF00177	95	Ribosomal protein S7p/S5e
PF00178	457	Ets-domain
PF00179	1221	Ubiquitin-conjugating enzyme
PF00180	217	Isocitrate/isopropylmalate dehydrogenase
PF00181	92	Ribosomal Proteins L2, RNA binding domain
PF00182	65	Chitinase class I
PF00183	217	Hsp90 protein
PF00184	27	Neurohypophysial hormones, C-terminal Domain
PF00185	72	Aspartate/ornithine carbamoyltransferase, Asp/Orn binding domain
PF00186	60	Dihydrofolate reductase
PF00187	55	Chitin recognition protein
PF00188	697	Cysteine-rich secretory protein family
PF00189	59	Ribosomal protein S3, C-terminal domain
PF00190	135	Cupin
PF00191	1104	Annexin
PF00193	345	Extracellular link domain
PF00194	447	Eukaryotic-type carbonic anhydrase
PF00195	18	Chalcone and stilbene synthases, N-terminal domain
PF00196	7	Bacterial regulatory proteins, luxR family
PF00197	9	Trypsin and protease inhibitor
PF00198	181	2-oxoacid dehydrogenases acyltransferase (catalytic domain)
PF00199	83	Catalase
PF00200	340	Disintegrin
PF00201	927	UDP-glucoronosyl and UDP-glucosyl transferase
PF00202	258	Aminotransferase class-III
PF00203	71	Ribosomal protein S19
PF00204	67	DNA gyrase B
PF00205	101	Thiamine pyrophosphate enzyme, central domain
PF00206	139	Lyase
PF00207	218	Alpha-2-macroglobulin family
PF00208	85	Glutamate/Leucine/Phenylalanine/Valine dehydrogenase
PF00209	627	Sodium:neurotransmitter symporter family
PF00210	136	Ferritin-like domain
PF00211	1111	Adenylate and Guanylate cyclase catalytic domain
PF00212	46	Atrial natriuretic peptide
PF00213	47	ATP synthase delta (OSCP) subunit
PF00214	73	Calcitonin / CGRP / IAPP family
PF00215	46	Orotidine 5'-phosphate decarboxylase / HUMPS family
PF00216	3	Bacterial DNA-binding protein
PF00217	135	ATP:guanido phosphotransferase, C-terminal catalytic domain
PF00218	20	Indole-3-glycerol phosphate synthase
PF00219	245	Insulin-like growth factor binding protein
PF00220	24	Neurohypophysial hormones, N-terminal Domain
PF00221	55	Aromatic amino acid lyase
PF00223	10	Photosystem I psaA/psaB protein
PF00224	144	Pyruvate kinase, barrel domain
PF00225	1527	Kinesin motor domain
PF00226	1665	DnaJ domain
PF00227	701	Proteasome subunit
PF00228	13	Bowman-Birk serine protease inhibitor family
PF00229	217	TNF(Tumour Necrosis Factor) family
PF00230	446	Major intrinsic protein
PF00231	48	ATP synthase
PF00232	381	Glycosyl hydrolase family 1
PF00233	491	3'5'-cyclic nucleotide phosphodiesterase
PF00234	32	Protease inhibitor/seed storage/LTP family
PF00235	112	Profilin
PF00236	15	Glycoprotein hormone
PF00237	101	Ribosomal protein L22p/L17e
PF00238	96	Ribosomal protein L14p/L23e
PF00239	2	Resolvase, N terminal domain
PF00240	1629	Ubiquitin family
PF00241	353	Cofilin/tropomyosin-type actin-binding protein
PF00243	50	Nerve growth factor family
PF00244	199	14-3-3 protein
PF00245	125	Alkaline phosphatase
PF00246	598	Zinc carboxypeptidase
PF00248	721	Aldo/keto reductase family
PF00249	1766	Myb-like DNA-binding domain
PF00250	819	Forkhead domain
PF00251	56	Glycosyl hydrolases family 32 N-terminal domain
PF00252	128	Ribosomal protein L16p/L10e
PF00253	88	Ribosomal protein S14p/S29e
PF00254	667	FKBP-type peptidyl-prolyl cis-trans isomerase
PF00255	206	Glutathione peroxidase
PF00257	24	Dehydrin
PF00258	234	Flavodoxin
PF00260	5	Protamine P1
PF00261	104	Tropomyosin
PF00262	166	Calreticulin family
PF00264	189	Common central domain of tyrosinase
PF00265	38	Thymidine kinase
PF00266	365	Aminotransferase class-V
PF00268	75	Ribonucleotide reductase, small chain
PF00270	2491	DEAD/DEAH box helicase
PF00271	3695	Helicase conserved C-terminal domain
PF00272	9	Cecropin family
PF00273	106	Serum albumin family
PF00274	85	Fructose-bisphosphate aldolase class-I
PF00275	21	EPSP synthase (3-phosphoshikimate 1-carboxyvinyltransferase)
PF00276	96	Ribosomal protein L23
PF00277	35	Serum amyloid A protein
PF00278	132	Pyridoxal-dependent decarboxylase, C-terminal sheet domain
PF00280	38	Potato inhibitor I family
PF00281	62	Ribosomal protein L5
PF00282	326	Pyridoxal-dependent decarboxylase conserved domain
PF00283	19	Cytochrome b559, alpha (gene psbE) and beta (gene psbF)subunits
PF00284	11	Lumenal portion of Cytochrome b559, alpha (gene psbE) subunit
PF00285	114	Citrate synthase, C-terminal domain
PF00287	89	Sodium / potassium ATPase beta chain
PF00288	214	GHMP kinases N terminal domain
PF00289	180	Biotin carboxylase, N-terminal domain
PF00290	24	Tryptophan synthase alpha chain
PF00291	385	Pyridoxal-phosphate dependent enzyme
PF00292	190	'Paired box' domain
PF00293	628	NUDIX domain
PF00294	263	pfkB family carbohydrate kinase
PF00295	194	Glycosyl hydrolases family 28
PF00296	13	Luciferase-like monooxygenase
PF00297	114	Ribosomal protein L3
PF00298	94	Ribosomal protein L11, RNA binding domain
PF00300	550	Histidine phosphatase superfamily (branch 1)
PF00301	5	Rubredoxin
PF00303	45	Thymidylate synthase
PF00304	39	Gamma-thionin family
PF00305	198	Lipoxygenase
PF00306	51	ATP synthase alpha/beta chain, C terminal domain
PF00307	1924	Calponin homology (CH) domain
PF00308	2	Bacterial dnaA  protein
PF00310	31	Glutamine amidotransferases class-II
PF00311	20	Phosphoenolpyruvate carboxylase
PF00312	95	Ribosomal protein S15
PF00313	254	'Cold-shock' DNA-binding domain
PF00314	73	Thaumatin family
PF00316	77	Fructose-1-6-bisphosphatase, N-terminal domain
PF00317	46	Ribonucleotide reductase, all-alpha domain
PF00318	154	Ribosomal protein S2
PF00319	312	SRF-type transcription factor (DNA-binding and dimerisation domain)
PF00320	477	GATA zinc finger
PF00321	16	Plant thionin
PF00322	38	Endothelin family
PF00323	32	Mammalian defensin
PF00324	418	Amino acid permease
PF00326	315	Prolyl oligopeptidase family
PF00327	98	Ribosomal protein L30p/L7e
PF00328	370	Histidine phosphatase superfamily (branch 2)
PF00329	42	Respiratory-chain NADH dehydrogenase, 30 Kd subunit
PF00330	135	Aconitase family (aconitate hydratase)
PF00331	55	Glycosyl hydrolase family 10
PF00332	143	Glycosyl hydrolases family 17
PF00333	95	Ribosomal protein S5, N-terminal domain
PF00334	302	Nucleoside diphosphate kinase
PF00335	804	Tetraspanin family
PF00337	351	Galactoside-binding lectin
PF00338	112	Ribosomal protein S10p/S20e
PF00339	359	Arrestin (or S-antigen), N-terminal domain
PF00340	69	Interleukin-1 / 18
PF00341	141	PDGF/VEGF domain
PF00342	51	Phosphoglucose isomerase
PF00343	82	Carbohydrate phosphorylase
PF00344	75	SecY translocase
PF00346	46	Respiratory-chain NADH dehydrogenase, 49 Kd subunit
PF00347	135	Ribosomal protein L6
PF00348	186	Polyprenyl synthetase
PF00349	166	Hexokinase
PF00350	474	Dynamin family
PF00351	95	Biopterin-dependent aromatic amino acid hydroxylase
PF00352	190	Transcription factor TFIID (or TATA-binding protein, TBP)
PF00353	6	Haemolysin-type calcium-binding repeat (2 copies)
PF00354	305	Pentaxin family
PF00355	190	Rieske [2Fe-2S] domain
PF00356	2	Bacterial regulatory proteins, lacI family
PF00357	71	Integrin alpha cytoplasmic region
PF00359	11	Phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 2
PF00360	14	Phytochrome region
PF00361	77	Proton-conducting membrane transporter
PF00362	145	Integrin beta chain VWA domain
PF00363	15	Casein
PF00364	395	Biotin-requiring enzyme
PF00365	174	Phosphofructokinase
PF00366	93	Ribosomal protein S17
PF00367	1	phosphotransferase system, EIIB
PF00368	52	Hydroxymethylglutaryl-coenzyme A reductase
PF00370	218	FGGY family of carbohydrate kinases, N-terminal domain
PF00372	34	Hemocyanin, copper containing domain
PF00373	860	FERM central domain
PF00375	267	Sodium:dicarboxylate symporter family
PF00377	17	Prion/Doppel alpha-helical domain
PF00378	446	Enoyl-CoA hydratase/isomerase
PF00379	598	Insect cuticle protein
PF00380	96	Ribosomal protein S9/S16
PF00381	1	PTS HPr component phosphorylation site
PF00382	197	Transcription factor TFIIB repeat
PF00383	270	Cytidine and deoxycytidylate deaminase zinc-binding region
PF00384	42	Molybdopterin oxidoreductase
PF00385	655	Chromo (CHRromatin Organisation MOdifier) domain
PF00386	610	C1q domain
PF00387	294	Phosphatidylinositol-specific phospholipase C, Y domain
PF00388	337	Phosphatidylinositol-specific phospholipase C, X domain
PF00389	250	D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain
PF00390	106	Malic enzyme, N-terminal domain
PF00391	28	PEP-utilising enzyme, mobile domain
PF00392	5	Bacterial regulatory proteins, gntR family
PF00393	62	6-phosphogluconate dehydrogenase, C-terminal domain
PF00394	209	Multicopper oxidase
PF00395	2	S-layer homology domain
PF00396	186	Granulin
PF00397	1597	WW domain
PF00398	106	Ribosomal RNA adenine dimethylase
PF00399	56	Yeast PIR protein repeat
PF00400	21349	WD domain, G-beta repeat
PF00401	9	ATP synthase, Delta/Epsilon chain, long alpha-helix domain
PF00402	209	Calponin family repeat
PF00403	519	Heavy-metal-associated domain
PF00405	133	Transferrin
PF00406	383	Adenylate kinase
PF00407	39	Pathogenesis-related protein Bet v I family
PF00408	123	Phosphoglucomutase/phosphomannomutase, C-terminal domain
PF00410	70	Ribosomal protein S8
PF00411	91	Ribosomal protein S11
PF00412	2901	LIM domain
PF00413	379	Matrixin
PF00414	35	Neuraxin and MAP1B repeat
PF00415	3113	Regulator of chromosome condensation (RCC1) repeat
PF00416	66	Ribosomal protein S13/S18
PF00418	210	Tau and MAP protein, tubulin-binding repeat
PF00420	32	NADH-ubiquinone/plastoquinone oxidoreductase chain 4L
PF00421	21	Photosystem II protein
PF00425	46	chorismate binding enzyme
PF00428	182	60s Acidic ribosomal protein
PF00429	84	ENV polyprotein (coat polyprotein)
PF00430	8	ATP synthase B/B' CF(0)
PF00431	3046	CUB domain
PF00432	554	Prenyltransferase and squalene oxidase repeat
PF00433	559	Protein kinase C terminal domain
PF00435	3459	Spectrin repeat
PF00436	40	Single-strand binding protein family
PF00437	4	Type II/IV secretion system protein
PF00438	80	S-adenosylmethionine synthetase, N-terminal domain
PF00439	1229	Bromodomain
PF00440	1	Bacterial regulatory proteins, tetR family
PF00441	464	Acyl-CoA dehydrogenase, C-terminal domain
PF00443	1383	Ubiquitin carboxyl-terminal hydrolase
PF00444	38	Ribosomal protein L36
PF00445	88	Ribonuclease T2 family
PF00446	16	Gonadotropin-releasing hormone
PF00447	347	HSF-type DNA-binding
PF00448	104	SRP54-type protein, GTPase domain
PF00449	17	Urease alpha-subunit, N-terminal domain
PF00450	416	Serine carboxypeptidase
PF00452	164	Apoptosis regulator proteins, Bcl-2 family
PF00453	46	Ribosomal protein L20
PF00454	670	Phosphatidylinositol 3- and 4-kinase
PF00456	73	Transketolase, thiamine diphosphate binding domain
PF00457	7	Glycosyl hydrolases family 11
PF00458	182	WHEP-TRS domain
PF00459	191	Inositol monophosphatase family
PF00460	1	Flagella basal body rod protein
PF00462	398	Glutaredoxin
PF00463	28	Isocitrate lyase family
PF00464	89	Serine hydroxymethyltransferase
PF00465	53	Iron-containing alcohol dehydrogenase
PF00466	117	Ribosomal protein L10
PF00467	213	KOW motif
PF00468	38	Ribosomal protein L34
PF00471	38	Ribosomal protein L33
PF00472	145	RF-1 domain
PF00473	46	Corticotropin-releasing factor family
PF00474	390	Sodium:solute symporter family
PF00475	18	Imidazoleglycerol-phosphate dehydratase
PF00476	97	DNA polymerase family A
PF00477	7	Small hydrophilic plant seed protein
PF00478	122	IMP dehydrogenase / GMP reductase domain
PF00479	81	Glucose-6-phosphate dehydrogenase, NAD binding domain
PF00480	32	ROK family
PF00481	861	Protein phosphatase 2C
PF00482	1	Type II secretion system (T2SS), protein F
PF00483	184	Nucleotidyl transferase
PF00484	62	Carbonic anhydrase
PF00485	123	Phosphoribulokinase / Uridine kinase family
PF00486	3	Transcriptional regulatory protein, C terminal
PF00487	322	Fatty acid desaturase
PF00488	232	MutS domain V
PF00489	12	Interleukin-6/G-CSF/MGF family
PF00490	43	Delta-aminolevulinic acid dehydratase
PF00491	96	Arginase family
PF00493	345	MCM2/3/5 family
PF00494	79	Squalene/phytoene synthase
PF00496	5	Bacterial extracellular solute-binding proteins, family 5 Middle
PF00497	80	Bacterial extracellular solute-binding proteins, family 3
PF00498	763	FHA domain
PF00499	26	NADH-ubiquinone/plastoquinone oxidoreductase chain 6
PF00501	1389	AMP-binding enzyme
PF00503	383	G-protein alpha subunit
PF00504	166	Chlorophyll A-B binding protein
PF00505	1092	HMG (high mobility group) box
PF00507	27	NADH-ubiquinone/plastoquinone oxidoreductase, chain 3
PF00510	23	Cytochrome c oxidase subunit III
PF00512	114	His Kinase A (phospho-acceptor) domain
PF00514	2298	Armadillo/beta-catenin-like repeat
PF00515	641	Tetratricopeptide repeat
PF00517	11	Retroviral envelope protein
PF00520	3688	Ion transport protein
PF00521	84	DNA gyrase/topoisomerase IV, subunit A
PF00525	37	Alpha crystallin A chain, N terminal
PF00526	198	Dictyostelium (slime mold) repeat
PF00528	25	Binding-protein-dependent transport system inner membrane component
PF00530	3016	Scavenger receptor cysteine-rich domain
PF00531	1067	Death domain
PF00533	371	BRCA1 C Terminus (BRCT) domain
PF00534	349	Glycosyl transferases group 1
PF00535	524	Glycosyl transferase family 2
PF00536	1318	SAM domain (Sterile alpha motif)
PF00537	8	Scorpion toxin-like domain
PF00538	380	linker histone H1 and H5 family
PF00542	61	Ribosomal protein L7/L12 C-terminal domain
PF00543	4	Nitrogen regulatory protein P-II
PF00544	87	Pectate lyase
PF00545	2	ribonuclease
PF00547	15	Urease, gamma subunit
PF00549	163	CoA-ligase
PF00550	371	Phosphopantetheine attachment site
PF00551	126	Formyl transferase
PF00552	24	Integrase DNA binding domain
PF00553	8	Cellulose binding domain
PF00554	150	Rel homology DNA-binding domain
PF00557	403	Metallopeptidase family M24
PF00560	761	Leucine Rich Repeat
PF00561	819	alpha/beta hydrolase fold
PF00562	145	RNA polymerase Rpb2, domain 6
PF00563	8	EAL domain
PF00564	354	PB1 domain
PF00565	199	Staphylococcal nuclease homologue
PF00566	1153	Rab-GTPase-TBC domain
PF00567	778	Tudor domain
PF00568	196	WH1 domain
PF00569	472	Zinc finger, ZZ type
PF00570	111	HRDC domain
PF00571	1026	CBS domain
PF00572	91	Ribosomal protein L13
PF00573	94	Ribosomal protein L4/L1 family
PF00574	80	Clp protease
PF00575	382	S1 RNA binding domain
PF00576	50	HIUase/Transthyretin family
PF00578	211	AhpC/TSA family
PF00579	198	tRNA synthetases class I (W and Y)
PF00580	28	UvrD/REP helicase N-terminal domain
PF00581	672	Rhodanese-like domain
PF00582	145	Universal stress protein family
PF00583	875	Acetyltransferase (GNAT) family
PF00584	56	SecE/Sec61-gamma subunits of protein translocation complex
PF00585	42	C-terminal regulatory domain of Threonine dehydratase
PF00586	89	AIR synthase related protein, N-terminal domain
PF00587	305	tRNA synthetase class II core domain (G, H, P, S and T)
PF00588	173	SpoU rRNA Methylase family
PF00589	65	Phage integrase family
PF00590	68	Tetrapyrrole (Corrin/Porphyrin) Methylases
PF00591	29	Glycosyl transferase family, a/b domain
PF00593	6	TonB dependent receptor
PF00594	160	Vitamin K-dependent carboxylation/gamma-carboxyglutamic (GLA) domain
PF00595	3825	PDZ domain (Also known as DHR or GLGF)
PF00596	114	Class II Aldolase and Adducin N-terminal domain
PF00605	149	Interferon regulatory factor transcription factor
PF00607	44	gag gene protein p24 (core nucleocapsid protein)
PF00609	198	Diacylglycerol kinase accessory domain
PF00610	517	Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP)
PF00611	372	Fes/CIP4, and EFC/F-BAR homology domain
PF00612	3169	IQ calmodulin-binding motif
PF00613	233	Phosphoinositide 3-kinase family, accessory domain (PIK domain)
PF00614	145	Phospholipase D Active site motif
PF00615	788	Regulator of G protein signaling domain
PF00616	381	GTPase-activator protein for Ras-like GTPase
PF00617	560	RasGEF domain
PF00618	385	RasGEF N-terminal motif
PF00619	444	Caspase recruitment domain
PF00620	1368	RhoGAP domain
PF00621	1320	RhoGEF domain
PF00622	1607	SPRY domain
PF00623	150	RNA polymerase Rpb1, domain 2
PF00624	92	Flocculin repeat
PF00625	513	Guanylate kinase
PF00626	920	Gelsolin repeat
PF00627	697	UBA/TS-N domain
PF00628	1429	PHD-finger
PF00629	947	MAM domain, meprin/A5/mu
PF00630	1460	Filamin/ABP280 repeat
PF00631	247	GGL domain
PF00632	841	HECT-domain (ubiquitin-transferase)
PF00633	70	Helix-hairpin-helix motif
PF00634	113	BRCA2 repeat
PF00635	357	MSP (Major sperm protein) domain
PF00636	177	Ribonuclease III domain
PF00637	514	Region in Clathrin and VPS
PF00638	238	RanBP1 domain
PF00639	51	PPIC-type PPIASE domain
PF00640	489	Phosphotyrosine interaction domain (PTB/PID)
PF00641	586	Zn-finger in Ran binding protein and others
PF00642	1263	Zinc finger C-x8-C-x5-C-x3-H type (and similar)
PF00643	1682	B-box zinc finger
PF00644	415	Poly(ADP-ribose) polymerase catalytic domain
PF00645	110	Poly(ADP-ribose) polymerase and DNA-Ligase Zn-finger region
PF00646	1581	F-box domain
PF00647	43	Elongation factor 1 gamma, conserved domain
PF00648	352	Calpain family cysteine protease
PF00649	11	Copper fist DNA binding domain
PF00650	610	CRAL/TRIO domain
PF00651	3493	BTB/POZ domain
PF00652	584	Ricin-type beta-trefoil lectin domain
PF00653	316	Inhibitor of Apoptosis domain
PF00654	278	Voltage gated chloride channel
PF00656	401	Caspase domain
PF00657	310	GDSL-like Lipase/Acylhydrolase
PF00658	122	Poly-adenylate binding protein, unique domain
PF00659	158	POLO box duplicated region
PF00660	33	Seripauperin and TIP1 family
PF00662	27	NADH-Ubiquinone oxidoreductase (complex I), chain 5 N-terminus
PF00664	1908	ABC transporter transmembrane region
PF00665	429	Integrase core domain
PF00666	28	Cathelicidin
PF00667	207	FAD binding domain
PF00668	103	Condensation domain
PF00669	1	Bacterial flagellin N-terminal helical region
PF00670	92	S-adenosyl-L-homocysteine hydrolase, NAD binding domain
PF00672	1	HAMP domain
PF00673	66	ribosomal L5P family C-terminus
PF00674	36	DUP family
PF00675	308	Insulinase (Peptidase family M16)
PF00676	208	Dehydrogenase E1 component
PF00677	34	Lumazine binding domain
PF00679	281	Elongation factor G C-terminus
PF00681	861	Plectin repeat
PF00682	128	HMGL-like
PF00683	469	TB domain
PF00684	167	DnaJ central domain
PF00685	810	Sulfotransferase domain
PF00686	130	Starch binding domain
PF00687	149	Ribosomal protein L1p/L10e family
PF00688	363	TGF-beta propeptide
PF00689	434	Cation transporting ATPase, C-terminus
PF00690	511	Cation transporter/ATPase, N-terminus
PF00691	2	OmpA family
PF00692	78	dUTPase
PF00694	121	Aconitase C-terminal domain
PF00696	142	Amino acid kinase family
PF00697	25	N-(5'phosphoribosyl)anthranilate (PRA) isomerase
PF00698	211	Acyl transferase domain
PF00699	15	Urease beta subunit
PF00700	1	Bacterial flagellin C-terminal helical region
PF00701	70	Dihydrodipicolinate synthetase family
PF00702	647	haloacid dehalogenase-like hydrolase
PF00703	55	Glycosyl hydrolases family 2
PF00704	416	Glycosyl hydrolases family 18
PF00705	45	Proliferating cell nuclear antigen, N-terminal domain
PF00706	9	Anenome neurotoxin
PF00707	32	Translation initiation factor IF-3, C-terminal domain
PF00708	52	Acylphosphatase
PF00709	64	Adenylosuccinate synthetase
PF00710	53	Asparaginase, N-terminal
PF00711	81	Beta defensin
PF00714	10	Interferon gamma
PF00715	7	Interleukin 2
PF00717	142	Peptidase S24-like
PF00719	85	Inorganic pyrophosphatase
PF00722	156	Glycosyl hydrolases family 16
PF00723	74	Glycosyl hydrolases family 15
PF00724	191	NADH:flavin oxidoreductase / NADH oxidase family
PF00725	172	3-hydroxyacyl-CoA dehydrogenase, C-terminal domain
PF00726	35	Interleukin 10
PF00727	11	Interleukin 4
PF00728	123	Glycosyl hydrolase family 20, catalytic domain
PF00730	142	HhH-GPD superfamily base excision DNA repair protein
PF00731	51	AIR carboxylase
PF00732	236	GMC oxidoreductase
PF00733	144	Asparagine synthase
PF00734	169	Fungal cellulose binding domain
PF00735	297	Septin
PF00736	84	EF-1 guanine nucleotide exchange domain
PF00737	9	Photosystem II 10 kDa phosphoprotein
PF00742	39	Homoserine dehydrogenase
PF00743	353	Flavin-binding monooxygenase-like
PF00745	9	Glutamyl-tRNAGlu reductase, dimerisation domain
