ID	CC	annotation
PF06573	2.34092008622134e-11	Churchill protein
PF15870	2.79657324413438e-11	ElonginA binding-protein 1
PF07114	2.87576567396026e-11	Transmembrane protein 126
PF07837	3.42413813849129e-11	Formiminotransferase domain, N-terminal subdomain
PF15287	3.52169307904287e-11	KRBA1 family repeat
PF14818	3.93377126874478e-11	Domain of unknown function (DUF4482)
PF00047	4.38584527525212e-11	Immunoglobulin domain
PF16005	4.59962724085123e-11	KH-like RNA-binding domain
PF01157	4.99651515541554e-11	Ribosomal protein L21e
PF15118	5.34937062035167e-11	Domain of unknown function (DUF4560)
PF15487	6.24647528888565e-11	FAM220 family
PF15282	6.28386124985582e-11	BMP-2-inducible protein kinase C-terminus
PF15784	6.33992712757535e-11	G-protein pathway suppressor 2-interacting domain
PF06229	6.42838561073143e-11	FRG1-like domain
PF15788	6.64649087984837e-11	Domain of unknown function (DUF4705)
PF12001	6.65150854595445e-11	Domain of unknown function (DUF3496)
PF01283	6.66768775598426e-11	Ribosomal protein S26e
PF00681	7.56197838318425e-11	Plectin repeat
PF17229	8.35374085657233e-11	Region of unknown function (DUF5303)
PF02060	8.40721969739626e-11	Slow voltage-gated potassium channel
PF16689	8.97605016554953e-11	Coiled-coil N-terminus of APC, dimerisation domain
PF15110	1.01821666460778e-10	TMEM141 protein family
PF15419	1.07422266618325e-10	Leukemia NUP98 fusion partner 1
PF16613	1.1356659392233e-10	Unstructured region of RGS12
PF10034	1.23189873649216e-10	Q-cell neuroblast polarisation
PF07711	1.27655317894349e-10	Rab geranylgeranyl transferase alpha-subunit, insert domain
PF14994	1.74186311381591e-10	Testis-specific gene 13 protein
PF15158	1.74186311381591e-10	Domain of unknown function (DUF4579)
PF12037	1.86028169979112e-10	Domain of unknown function (DUF3523)
PF15729	2.52606941637367e-10	Amyotrophic lateral sclerosis 2 candidate 11
PF12185	2.58583922747772e-10	Nup358/RanBP2 E3 ligase domain
PF16642	2.76079739358648e-10	Unstructured region on Potassium channel subunit alpha KvLQT2
PF05778	2.85622052094828e-10	Apolipoprotein CIII (Apo-CIII)
PF15133	3.37943112352938e-10	Domain of unknown function (DUF4569)
PF08172	3.59678843262096e-10	CASP C terminal
PF02165	4.09855593089722e-10	Wilm's tumour protein
PF04950	4.8325940677689e-10	40S ribosome biogenesis protein Tsr1 and BMS1 C-terminal
PF11357	5.16489642879296e-10	Cell cycle regulatory protein
PF04190	6.05569645595481e-10	Protein of unknown function (DUF410)
PF07975	6.5886757405609e-10	TFIIH C1-like domain
PF15805	6.70670901675887e-10	Acidic C-terminal region of sodium channel modifier 1 SCNM1
PF10195	7.79854180090597e-10	DNA-binding nuclear phosphoprotein p8
PF02946	8.14641368379062e-10	GTF2I-like repeat
PF15317	8.77919711631916e-10	Cardiac transcription factor regulator, Developmental protein
PF16122	1.07981635716927e-09	40S ribosomal protein SA C-terminus
PF15079	1.37371917276827e-09	Testis-specific protein 35
PF15703	1.38329589027129e-09	Linker for activation of T-cells family member 2
PF15716	1.42468830064813e-09	Domain of unknown function (DUF4672)
PF10630	1.4648126370486e-09	Protein of unknown function (DUF2476)
PF01390	1.47415883494572e-09	SEA domain
PF00007	1.73896981399833e-09	Cystine-knot domain
PF15336	1.7463141087973e-09	Autism susceptibility gene 2 protein
PF00525	1.8666854781741e-09	Alpha crystallin A chain, N terminal
PF06346	2.05564800935588e-09	Formin Homology Region 1
PF16471	2.06927326849743e-09	JNK-interacting protein  leucine zipper II
PF10573	2.32398152875753e-09	Uncharacterised protein family UPF0561
PF14917	2.47469014382614e-09	Coiled coil protein 74, C terminal
PF15100	2.5250819894693e-09	TMEM187 protein family
PF00489	2.5678514762518e-09	Interleukin-6/G-CSF/MGF family
PF15137	2.5678514762518e-09	Domain of unknown function (DUF4571)
PF15163	3.07182480495516e-09	Meiosis-expressed
PF12191	3.27071002725078e-09	Tumour necrosis factor receptor stn_TNFRSF12A_TNFR domain
PF15856	3.92892171734061e-09	Domain of unknown function (DUF4727)
PF15285	4.43959190977802e-09	Beclin-1 BH3 domain, Bcl-2-interacting
PF00832	4.51927840448578e-09	Ribosomal L39 protein
PF17069	4.68598215990124e-09	Arginine/Serine-Rich protein 1
PF15350	4.76014721548302e-09	Ewing's tumour-associated antigen 1 homologue
PF15961	4.83175180341921e-09	Domain of unknown function (DUF4764)
PF02818	5.10440589350705e-09	PPAK motif
PF05782	5.19119092420342e-09	Extracellular matrix protein 1 (ECM1)
PF00210	5.53455444482626e-09	Ferritin-like domain
PF02038	5.59012295194732e-09	ATP1G1/PLM/MAT8 family
PF00277	5.74333440270629e-09	Serum amyloid A protein
PF14984	5.82714255535542e-09	CD24 protein
PF15809	5.82714255535542e-09	Simian taste bud-specific gene product family
PF01821	5.98893434621794e-09	Anaphylotoxin-like domain
PF12414	6.89051073189324e-09	Calcitonin gene-related peptide regulator C terminal
PF02136	7.13459706154172e-09	Nuclear transport factor 2 (NTF2) domain
PF12470	7.56070679110341e-09	Suppressor of Fused Gli/Ci N terminal binding domain
PF04104	9.24903906987069e-09	Eukaryotic and archaeal DNA primase, large subunit
PF15332	9.44678487704789e-09	Lck-interacting transmembrane adapter 1
PF09263	9.9534136472212e-09	Peroxisome biogenesis factor 1, N-terminal
PF00935	9.9591376897518e-09	Ribosomal protein L44
PF15204	1.04622460817396e-08	Kita-kyushu lung cancer antigen 1
PF13841	1.05476210149781e-08	Beta defensin
PF12618	1.15881394905639e-08	Protein of unknown function (DUF3776)
PF15054	1.21907629781804e-08	Domain of unknown function (DUF4535)
PF00318	1.32432855309556e-08	Ribosomal protein S2
PF15226	1.36725367061277e-08	HCF-1 beta-propeller-interacting protein family
PF07163	1.3699476026106e-08	Pex26 protein
PF15443	1.5174715988818e-08	Domain of unknown function (DUF4630)
PF15169	1.57338659855212e-08	Domain of unknown function (DUF4564)
PF01834	2.00532203789994e-08	XRCC1 N terminal domain
PF15136	2.16519437768164e-08	Uncharacterised protein family UPF0449
PF05463	2.52141407833793e-08	Sclerostin (SOST)
PF15670	2.6397030605278e-08	Spermatid maturation protein 1
PF15114	2.67245135158331e-08	Uncharacterised protein family UPF0640
PF12347	2.72450512694489e-08	Holliday junction regulator protein family C-terminal repeat
PF15240	2.76781098391253e-08	Proline-rich
PF07469	3.26959893391679e-08	Domain of unknown function (DUF1518)
PF00446	3.5100050932492e-08	Gonadotropin-releasing hormone
PF05355	4.28546050220441e-08	Apolipoprotein C-II
PF07851	4.40955044162561e-08	TMPIT-like protein
PF15020	4.51920717555686e-08	Cation channel sperm-associated protein subunit delta
PF15775	4.80813122063059e-08	Domain of unknown function (DUF4703)
PF01128	5.00461158889761e-08	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
PF16687	5.02060341846374e-08	beta-propeller of ELYS nucleoporin
PF15685	5.26976845003271e-08	Gametogenetin
PF07213	5.44453978510243e-08	DAP10 membrane protein
PF15755	5.79130754451138e-08	Domain of unknown function (DUF4689)
PF11027	6.22772585327829e-08	Protein of unknown function (DUF2615)
PF08944	6.63107612010802e-08	NADPH oxidase subunit p47Phox, C terminal domain
PF16621	6.63107612010802e-08	SH3 terminal domain of 2nd SH3 on Neutrophil cytosol factor 1
PF11635	6.76896276442357e-08	Mediator complex subunit 16
PF17226	7.03487394616624e-08	MTA R1 domain
PF15064	7.38745447114995e-08	Cation channel sperm-associated protein subunit gamma
PF14967	7.75061004611825e-08	FAM70 protein
PF03535	7.77970994583152e-08	Paxillin family
PF02083	8.02840938412292e-08	Urotensin II
PF09775	8.29592524782909e-08	Keratinocyte-associated protein 2
PF07458	8.60423752542259e-08	Sperm protein associated with nucleus, mapped to X chromosome
PF16954	8.76773929942093e-08	Haem-transporter, endosomal/lysosomal, haem-responsive gene
PF06484	8.79267154013777e-08	Teneurin Intracellular Region
PF16885	9.03911919683961e-08	Voltage-gated calcium channel subunit alpha, C-term
PF03670	9.16050029834012e-08	Uncharacterised protein family (UPF0184)
PF02827	9.18891206191828e-08	cAMP-dependent protein kinase inhibitor
PF13885	9.22289475600158e-08	Keratin, high sulfur B2 protein
PF15476	9.24279856216772e-08	Histone deacetylase complex subunit SAP25
PF16617	9.93264758106936e-08	Intersectin and clathrin adaptor AP2 binding region
PF09740	1.00087080875455e-07	Uncharacterized conserved protein (DUF2043)
PF15451	1.24570894725461e-07	Domain of unknown function (DUF4632)
PF05287	1.24804441229754e-07	PMG protein
PF00357	1.34609045695165e-07	Integrin alpha cytoplasmic region
PF12584	1.43870714455335e-07	Trafficking protein particle complex subunit 10, TRAPPC10
PF12595	1.48659038974364e-07	Rhomboid serine protease
PF03247	1.59342954432756e-07	Prothymosin/parathymosin family
PF07448	1.62287653251355e-07	Secreted phosphoprotein 24 (Spp-24) cystatin-like domain
PF15256	1.63529850521164e-07	SPATIAL
PF14835	1.73132982013688e-07	zf-RING of BARD1-type protein
PF04004	1.73173216518295e-07	Leo1-like protein
PF15832	1.74248052382444e-07	FAM27 D and E protein family
PF02812	1.75274970953026e-07	Glu/Leu/Phe/Val dehydrogenase, dimerisation domain
PF01667	1.83273076875469e-07	Ribosomal protein S27
PF09005	1.99025491645892e-07	Domain of unknown function (DUF1897)
PF06407	2.00069406805087e-07	Borna disease virus P40 protein
PF12925	2.06790593047707e-07	E2 domain of amyloid precursor protein
PF16276	2.18935812701664e-07	Nucleophosmin C-terminal domain
PF10574	2.33971341605358e-07	Uncharacterised protein family UPF0552
PF06390	2.40418126582185e-07	Neuroendocrine-specific golgi protein P55 (NESP55)
PF06462	2.85586977178451e-07	Propeller
PF06001	3.00141655610724e-07	Domain of Unknown Function (DUF902)
PF15065	3.07334879280445e-07	Lysosomal transcription factor, NCU-G1
PF04802	3.59536891055908e-07	Component of IIS longevity pathway SMK-1
PF05602	4.07107172970732e-07	Cleft lip and palate transmembrane protein 1 (CLPTM1)
PF15228	4.08714118665715e-07	Death-associated protein
PF05831	4.10354908090897e-07	GAGE protein
PF06444	4.46002431164621e-07	NADH dehydrogenase subunit 2 C-terminus
PF15473	4.6604681856546e-07	PEST, proteolytic signal-containing nuclear protein family
PF10239	5.61500400467714e-07	Protein of unknown function (DUF2465)
PF00801	8.18790003834258e-07	PKD domain
PF09443	8.42094003936475e-07	Cripto_Frl-1_Cryptic (CFC)
PF07842	8.79562925880713e-07	GC-rich sequence DNA-binding factor-like protein
PF05361	9.14513834729999e-07	PKC-activated protein phosphatase-1 inhibitor
PF16516	9.23505432602523e-07	Leucine zipper of domain CC2 of NEMO, NF-kappa-B essential modulator
PF05327	9.32875804557124e-07	RNA polymerase I specific transcription initiation factor RRN3
PF16515	9.58225151181651e-07	Clathrin-binding domain of Huntingtin-interacting protein 1
PF14654	9.96736782236071e-07	Mucin, catalytic, TM and cytoplasmic tail region
PF11577	1.02516446039224e-06	NF-kappa-B essential modulator NEMO
PF10660	1.06131472639695e-06	Iron-containing outer mitochondrial membrane protein N-terminus
PF15815	1.0765988603595e-06	E3 ubiquitin-protein ligase makorin-1, C-terminal
PF07679	1.18656073214608e-06	Immunoglobulin I-set domain
PF12269	1.24891885312359e-06	CpG binding protein zinc finger C terminal domain
PF09787	1.26354631113132e-06	Golgin subfamily A member 5
PF05907	1.2783296493016e-06	Eukaryotic protein of unknown function (DUF866)
PF11956	1.30770045187768e-06	Ankyrin-G binding motif of KCNQ2-3
PF16553	1.38197870541265e-06	BCORL-PCGF1-binding domain
PF14992	1.41367220014514e-06	TMCO5 family
PF05395	1.67627764611459e-06	Protein phosphatase inhibitor 1/DARPP-32
PF02218	1.78052823011889e-06	Repeat in HS1/Cortactin
PF00443	1.78938254521381e-06	Ubiquitin carboxyl-terminal hydrolase
PF06803	1.81232531355907e-06	Protein of unknown function (DUF1232)
PF13289	1.82525354051978e-06	SIR2-like domain
PF02196	2.04058681214583e-06	Raf-like Ras-binding domain
PF10520	2.08124653640313e-06	B domain of TMEM189, localisation domain
PF08383	2.10060996387922e-06	Maf N-terminal region
PF05053	2.25592286805676e-06	Menin
PF11069	2.28471302282638e-06	Protein of unknown function (DUF2870)
PF14813	2.29167638964559e-06	NADH dehydrogenase 1 beta subcomplex subunit 2
PF02878	2.30599592752843e-06	Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain I
PF08474	2.34164630015042e-06	Myelin transcription factor 1
PF15675	2.42269059218235e-06	CLLAC-motif containing domain
PF10218	2.44294170946013e-06	Uncharacterized conserved protein (DUF2054)
PF08742	2.5551433029405e-06	C8 domain
PF00157	2.5767992100579e-06	Pou domain - N-terminal to homeobox domain
PF14916	2.62835333252039e-06	Coiled-coil domain of unknown function
PF05644	2.7870916769227e-06	Mitochondrial and peroxisomal fission factor Mff
PF00880	2.9204098479192e-06	Nebulin repeat
PF16453	3.01557243483364e-06	PH domain
PF10200	3.14856778664221e-06	NADH:ubiquinone oxidoreductase, NDUFS5-15kDa
PF14672	3.21294686182707e-06	Late cornified envelope
PF00965	3.63239652550472e-06	Tissue inhibitor of metalloproteinase
PF12926	3.66003901258693e-06	Mitotic-spindle organizing gamma-tubulin ring associated
PF03285	3.66370988993907e-06	Paralemmin
PF15225	3.7043688378648e-06	Interleukin 32
PF09785	3.71087490836241e-06	Prp31 C terminal domain
PF15061	3.72991645469615e-06	Domain of unknown function (DUF4538)
PF14959	3.97447852326018e-06	gamma-Secretase-activating protein C-term
PF09976	3.99371814262647e-06	Tetratricopeptide repeat-like domain
PF00208	4.11345063223875e-06	Glutamate/Leucine/Phenylalanine/Valine dehydrogenase
PF12304	4.61866044370405e-06	Beta-casein like protein
PF09377	4.72787498096284e-06	SBDS protein C-terminal domain
PF01101	4.87250130344219e-06	HMG14 and HMG17
PF12589	5.25736133651975e-06	Methyltransferase involved in Williams-Beuren syndrome
PF01779	5.29651514474281e-06	Ribosomal L29e protein family
PF01017	5.48335648303774e-06	STAT protein, all-alpha domain
PF12886	5.83069457833628e-06	Transducer of regulated CREB activity, C terminus
PF12923	5.83236757349197e-06	Ribosomal RNA-processing protein 7 (RRP7)
PF13589	5.92483423453879e-06	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase
PF16612	5.97665744441542e-06	C-terminal unstructured region of RGS12
PF05365	6.36236532016418e-06	Ubiquinol-cytochrome C reductase, UQCRX/QCR9 like
PF15288	6.39209993270876e-06	Zinc knuckle
PF08142	6.53468426473005e-06	AARP2CN (NUC121) domain
PF15867	7.11168166338783e-06	Dynein attachment factor N-terminus
PF17284	7.30619401935294e-06	Spermidine synthase tetramerisation domain
PF01422	7.32051849844093e-06	NF-X1 type zinc finger
PF09316	7.39924178258427e-06	C-myb, C-terminal
PF05197	7.43431708852626e-06	TRIC channel
PF15503	8.31412440280202e-06	Protein phosphatase 1 regulatory subunit 35 C-terminus
PF08952	8.35176294091316e-06	Domain of unknown function (DUF1866)
PF01015	9.02751756281777e-06	Ribosomal S3Ae family
PF04691	9.64639974867524e-06	Apolipoprotein C-I (ApoC-1)
PF14050	1.0089759521024e-05	N-terminal conserved domain of Nudc.
PF03821	1.00926993507039e-05	Golgi 4-transmembrane spanning transporter
PF08516	1.03054144428291e-05	ADAM cysteine-rich
PF14853	1.06421451955666e-05	Fis1 C-terminal tetratricopeptide repeat
PF06413	1.10928978596896e-05	Neugrin
PF13281	1.12185089188506e-05	Domain of unknown function (DUF4071)
PF01509	1.22233722715922e-05	TruB family pseudouridylate synthase (N terminal domain)
PF15625	1.23081484507491e-05	CC2D2A N-terminal C2 domain
PF15027	1.23712146276345e-05	Domain of unknown function (DUF4525)
PF03020	1.27872280238204e-05	LEM domain
PF16278	1.34690009033761e-05	C2HE / C2H2 / C2HC zinc-binding finger
PF00340	1.39439211265361e-05	Interleukin-1 / 18
PF16034	1.41888956863255e-05	JAKMIP CC3 domain
PF08068	1.44496519875535e-05	DKCLD (NUC011) domain
PF06221	1.45043801238629e-05	Putative zinc finger motif, C2HC5-type
PF08504	1.45658932540813e-05	Runx inhibition domain
PF06246	1.47199137234435e-05	Isy1-like splicing family
PF02727	1.48039891720342e-05	Copper amine oxidase, N2 domain
PF12257	1.48973257445065e-05	Vacuolar membrane-associated protein Iml1
PF16769	1.49027576069595e-05	MCM3AP domain of GANP
PF02180	1.5096795811681e-05	Bcl-2 homology region 4
PF00758	1.53569099140407e-05	Erythropoietin/thrombopoietin
PF03039	1.57175851176196e-05	Interleukin-12 alpha subunit
PF05326	1.74353392648525e-05	Seminal vesicle autoantigen (SVA)
PF00428	1.74672263836846e-05	60s Acidic ribosomal protein
PF15964	1.92007693908091e-05	Centrosomal colon cancer autoantigen protein family
PF04719	1.96480867111912e-05	hTAFII28-like protein conserved region
PF01290	2.04812358772235e-05	Thymosin beta-4 family
PF10164	2.06445652193176e-05	Uncharacterized conserved protein (DUF2367)
PF02910	2.17904812595527e-05	Fumarate reductase flavoprotein C-term
PF09294	2.18764232413942e-05	Interferon-alpha/beta receptor, fibronectin type III
PF01215	2.21053303385589e-05	Cytochrome c oxidase subunit Vb
PF03097	2.23799855565448e-05	BRO1-like domain
PF15242	2.29066432781218e-05	Family of FAM53
PF16563	2.43393498588356e-05	Coiled-coil and interaction region of P66A and P66B with MBD2
PF08976	2.51706642272567e-05	EF-hand domain
PF06730	2.53394575544936e-05	FAM92 protein
PF03953	2.56579242589591e-05	Tubulin C-terminal domain
PF02865	2.6034765973089e-05	STAT protein, protein interaction domain
PF03528	2.66398992149626e-05	Rabaptin
PF14915	2.68706969440375e-05	CCDC144C protein coiled-coil region
PF01034	2.69280460565501e-05	Syndecan domain
PF14679	2.70493469002602e-05	FANCI helical domain 1
PF15318	2.73568529882046e-05	Putative Bcl-2 like protein of testis
PF02251	2.83499856946161e-05	Proteasome activator pa28 alpha subunit
PF07994	2.84159980508592e-05	Myo-inositol-1-phosphate synthase
PF01102	2.89974914558856e-05	Glycophorin A
PF05110	2.90812398275579e-05	AF-4 proto-oncoprotein
PF02970	2.91894391041471e-05	Tubulin binding cofactor A
PF10477	3.17191133594551e-05	Nucleocytoplasmic shuttling protein for mRNA cap-binding EIF4E
PF15386	3.22666333346512e-05	Drosophila Tantalus-like
PF16739	3.25206112273667e-05	Caspase recruitment domain
PF12714	3.38763728429348e-05	TILa domain
PF13558	3.47409356521134e-05	Putative exonuclease SbcCD, C subunit
PF02792	3.58326926901454e-05	Mago nashi protein
PF01564	3.64818529171189e-05	Spermine/spermidine synthase domain
PF05856	3.73200345299907e-05	ARP2/3 complex 20 kDa subunit (ARPC4)
PF08919	3.74082193970383e-05	F-actin binding
PF16526	3.75436348870962e-05	C-terminal leucine zipper domain of cyclic nucleotide-gated channels
PF11261	3.89270346866442e-05	Interferon regulatory factor 2-binding protein zinc finger
PF08788	3.89387053134741e-05	NHR2 domain like
PF08752	3.9027578987676e-05	Coatomer gamma subunit appendage platform subdomain
PF06583	3.91050598656185e-05	Neogenin C-terminus
PF04420	3.97863617824347e-05	CHD5-like protein
PF09514	4.06206455783273e-05	SSXRD motif
PF06189	4.06500308487801e-05	5'-nucleotidase
PF16705	4.11610325611419e-05	NUDIX, or N-terminal NPxY motif-rich,  region of KRIT
PF08688	4.1869684156308e-05	Apx/Shroom domain ASD1
PF09341	4.38506003481923e-05	Transcription factor Pcc1
PF07145	4.4830305454896e-05	Ataxin-2 C-terminal region
PF12024	4.6391454446075e-05	Domain of unknown function (DUF3512)
PF14969	4.70167533463883e-05	Domain of unknown function (DUF4508)
PF15186	4.70730197116089e-05	Testis-expressed sequence 13 protein family
PF15796	4.72489807165254e-05	KELK-motif containing domain of MRCK Ser/Thr protein kinase
PF16959	4.7561704404915e-05	Renal amino acid transporter
PF09744	4.78532395108129e-05	JNK_SAPK-associated protein-1
PF06060	4.80653744574197e-05	Pre-pro-megakaryocyte potentiating factor precursor (Mesothelin)
PF00566	4.92103786585446e-05	Rab-GTPase-TBC domain
PF00631	4.97339285481305e-05	GGL domain
PF13564	5.13733074253964e-05	DoxX-like family
PF00711	5.14247635052879e-05	Beta defensin
PF03185	5.17621169121596e-05	Calcium-activated potassium channel, beta subunit
PF00726	5.21266108848147e-05	Interleukin 10
PF02189	5.26344689012687e-05	Immunoreceptor tyrosine-based activation motif
PF16274	5.32995495796656e-05	Qua1 domain
PF00091	5.36787663102983e-05	Tubulin/FtsZ family, GTPase domain
PF10170	5.41580755697886e-05	Cysteine-rich domain
PF10856	5.45346916233062e-05	Protein of unknown function (DUF2678)
PF16300	5.49416968029558e-05	Type of WD40 repeat
PF14752	5.85592567512263e-05	Retinol binding protein receptor
PF14759	5.91566273709921e-05	Reductase C-terminal
PF10506	6.08827293415966e-05	PDZ domain of MCC-2 bdg protein for Usher syndrome
PF02935	6.32512721321192e-05	Cytochrome c oxidase subunit VIIc
PF01108	6.52780304825582e-05	Tissue factor
PF00094	6.56173489865338e-05	von Willebrand factor type D domain
PF13483	6.86818734607218e-05	Beta-lactamase superfamily domain
PF00200	6.91839796243703e-05	Disintegrin
PF01056	6.93860036280368e-05	Myc amino-terminal region
PF03943	7.17633685579591e-05	TAP C-terminal domain
PF08327	7.38355038793702e-05	Activator of Hsp90 ATPase homolog 1-like protein
PF09030	7.86963234536406e-05	Creb binding
PF12045	7.99601949667056e-05	Protein of unknown function (DUF3528)
PF03024	8.21127249414567e-05	Folate receptor family
PF11945	8.62854115237597e-05	WAHD domain of WASH complex
PF13836	9.06524278522953e-05	Domain of unknown function (DUF4195)
PF00041	9.08051865350445e-05	Fibronectin type III domain
PF06658	9.38285665174671e-05	Protein of unknown function (DUF1168)
PF08332	9.39974433032874e-05	Calcium/calmodulin dependent protein kinase II association domain
PF11515	9.87930522289424e-05	Mouse development and cellular proliferation protein Cullin-7
PF06237	9.99095721220517e-05	Protein of unknown function (DUF1011)
PF08210	0.000103574299750632	APOBEC-like N-terminal domain
PF15046	0.000105372153008678	Protein of unknown function (DUF4532)
PF16562	0.000106708726302157	N-terminal domain of E3 ubiquitin-protein ligase HECW1 and 2
PF14852	0.000107564180778929	Fis1 N-terminal tetratricopeptide repeat
PF04440	0.000109124032776967	Dysbindin (Dystrobrevin binding protein 1)
PF05781	0.000117033335306398	MRVI1 protein
PF12090	0.000117425720339457	Spt20 family
PF13543	0.000118155135346225	SAM like domain present in kinase suppressor RAS 1
PF13251	0.000118290472497386	Domain of unknown function (DUF4042)
PF15736	0.000118828492915484	Domain of unknown function (DUF4684)
PF04621	0.000121171243464166	PEA3 subfamily ETS-domain transcription factor N terminal domain
PF02372	0.000132404112293414	Interleukin 15
PF03066	0.00013262810211681	Nucleoplasmin/nucleophosmin domain
PF04266	0.00014191594698562	ASCH domain
PF02879	0.000142153838084374	Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain II
PF00784	0.000143301228267756	MyTH4 domain
PF14650	0.000150720126823457	FAM75 family
