ann_term	cv	annotation
PF00194	0.777047240797831	Eukaryotic-type carbonic anhydrase
PF00195	3.44297282603433	Chalcone and stilbene synthases, N-terminal domain
PF00196	4.74224513167433	Bacterial regulatory proteins, luxR family
PF00197	3.71269215596751	Trypsin and protease inhibitor
PF00198	0.37299933789178	2-oxoacid dehydrogenases acyltransferase (catalytic domain)
PF00199	0.672356770638752	Catalase
PF00200	1.26028739605201	Disintegrin
PF00201	1.61307010675524	UDP-glucoronosyl and UDP-glucosyl transferase
PF00202	0.363705091825582	Aminotransferase class-III
PF00203	0.740370277731452	Ribosomal protein S19
PF00204	0.486366442862457	DNA gyrase B
PF00205	0.685680975246512	Thiamine pyrophosphate enzyme, central domain
PF00206	0.27329385263581	Lyase
PF00207	1.36752464102928	Alpha-2-macroglobulin family
PF00208	0.596843075409841	Glutamate/Leucine/Phenylalanine/Valine dehydrogenase
PF00209	1.23686141044959	Sodium:neurotransmitter symporter family
PF00210	1.08886089816632	Ferritin-like domain
PF00211	0.910554216925194	Adenylate and Guanylate cyclase catalytic domain
PF00212	1.79655214543666	Atrial natriuretic peptide
PF00213	0.48670855323726	ATP synthase delta (OSCP) subunit
PF00214	1.6499627607707	Calcitonin / CGRP / IAPP family
PF00215	0.48670855323726	Orotidine 5'-phosphate decarboxylase / HUMPS family
PF00216	3.82777374616785	Bacterial DNA-binding protein
PF00217	1.10708419242374	ATP:guanido phosphotransferase, C-terminal catalytic domain
PF00218	1.5285640112563	Indole-3-glycerol phosphate synthase
PF00219	1.42564992078264	Insulin-like growth factor binding protein
PF00220	1.70185084431518	Neurohypophysial hormones, N-terminal Domain
PF00221	1.52917256346027	Aromatic amino acid lyase
PF00223	3.82777374616785	Photosystem I psaA/psaB protein
PF00224	1.06683704534515	Pyruvate kinase, barrel domain
PF00225	0.47936624873823	Kinesin motor domain
PF00226	0.430327064650384	DnaJ domain
PF00227	0.220211679204255	Proteasome subunit
PF00228	4.27299847360162	Bowman-Birk serine protease inhibitor family
PF00229	1.42230029371516	TNF(Tumour Necrosis Factor) family
PF00230	0.853642266590475	Major intrinsic protein
PF00231	0.423623406014654	ATP synthase
PF00232	1.12568421518012	Glycosyl hydrolase family 1
PF00233	0.820981921776581	3'5'-cyclic nucleotide phosphodiesterase
PF00234	3.13705011280982	Protease inhibitor/seed storage/LTP family
PF00235	0.779706809213138	Profilin
PF00236	1.8401388836474	Glycoprotein hormone
PF00237	0.306862868543501	Ribosomal protein L22p/L17e
PF00238	0.490899150000853	Ribosomal protein L14p/L23e
PF00240	0.596284980712151	Ubiquitin family
PF00241	0.534900965484079	Cofilin/tropomyosin-type actin-binding protein
PF00243	1.54545348568534	Nerve growth factor family
PF00244	0.718352195286044	14-3-3 protein
PF00245	1.18523526494739	Alkaline phosphatase
PF00246	0.740391906187288	Zinc carboxypeptidase
PF00248	0.548779712315123	Aldo/keto reductase family
PF00249	1.62538973730431	Myb-like DNA-binding domain
PF00250	1.05658355394329	Forkhead domain
PF00251	1.78966025391817	Glycosyl hydrolases family 32 N-terminal domain
PF00252	0.797476910149894	Ribosomal protein L16p/L10e
PF00253	0.449649496301787	Ribosomal protein S14p/S29e
PF00254	0.525004005210789	FKBP-type peptidyl-prolyl cis-trans isomerase
PF00255	0.575773241618333	Glutathione peroxidase
PF00257	3.04565806646958	Dehydrin
PF00258	0.312146484652875	Flavodoxin
PF00260	2.89520676674779	Protamine P1
PF00261	1.25327948712559	Tropomyosin
PF00262	0.559737347772224	Calreticulin family
PF00264	1.11303685329786	Common central domain of tyrosinase
PF00265	0.697949180803954	Thymidine kinase
PF00266	0.426132980662568	Aminotransferase class-V
PF00268	0.603355986753467	Ribonucleotide reductase, small chain
PF00270	0.229344573188518	DEAD/DEAH box helicase
PF00271	0.215667943615945	Helicase conserved C-terminal domain
PF00272	4.77275072886593	Cecropin family
PF00273	1.95214623215824	Serum albumin family
PF00274	0.867295369445517	Fructose-bisphosphate aldolase class-I
PF00275	1.14458726185468	EPSP synthase (3-phosphoshikimate 1-carboxyvinyltransferase)
PF00276	0.314669503109143	Ribosomal protein L23
PF00277	2.01428369906073	Serum amyloid A protein
PF00278	0.56471398546664	Pyridoxal-dependent decarboxylase, C-terminal sheet domain
PF00280	3.1351331437532	Potato inhibitor I family
PF00281	0.792865131405133	Ribosomal protein L5
PF00282	0.548025822948168	Pyridoxal-dependent decarboxylase conserved domain
PF00283	4.74224513167433	Cytochrome b559, alpha (gene psbE) and beta (gene psbF)subunits
PF00284	3.82777374616785	Lumenal portion of Cytochrome b559, alpha (gene psbE) subunit
PF00285	0.365353112748072	Citrate synthase, C-terminal domain
PF00287	1.14666023773037	Sodium / potassium ATPase beta chain
PF00288	0.388869747109669	GHMP kinases N terminal domain
PF00289	0.377927569649139	Biotin carboxylase, N-terminal domain
PF00290	1.57330811951595	Tryptophan synthase alpha chain
PF00291	0.523681360360119	Pyridoxal-phosphate dependent enzyme
PF00292	1.0541866627359	'Paired box' domain
PF00293	0.325606767754349	NUDIX domain
PF00294	0.667346592051613	pfkB family carbohydrate kinase
PF00295	2.30435090019485	Glycosyl hydrolases family 28
PF00296	3.7790035525385	Luciferase-like monooxygenase
PF00297	0.339999193091917	Ribosomal protein L3
PF00298	0.475131639020938	Ribosomal protein L11, RNA binding domain
PF00300	0.435437522170147	Histidine phosphatase superfamily (branch 1)
PF00301	2.31592565938718	Rubredoxin
PF00303	0.441666201480906	Thymidylate synthase
PF00304	2.94348698761494	Gamma-thionin family
PF00305	1.04450725117858	Lipoxygenase
PF00306	0.604637428342876	ATP synthase alpha/beta chain, C terminal domain
PF00307	0.774200610888418	Calponin homology (CH) domain
PF00308	6.78232998312527	Bacterial dnaA  protein
PF00310	1.22289125151834	Glutamine amidotransferases class-II
PF00311	2.38461844805734	Phosphoenolpyruvate carboxylase
PF00312	0.420691083081341	Ribosomal protein S15
PF00313	0.815139216805093	'Cold-shock' DNA-binding domain
PF00314	2.73203894882247	Thaumatin family
PF00316	0.607376427729564	Fructose-1-6-bisphosphatase, N-terminal domain
PF00317	0.315194124221867	Ribonucleotide reductase, all-alpha domain
PF00318	0.656909563928405	Ribosomal protein S2
PF00319	2.14897142908875	SRF-type transcription factor (DNA-binding and dimerisation domain)
PF00320	0.718668621834374	GATA zinc finger
PF00321	3.83622480480281	Plant thionin
PF00322	1.72518580505995	Endothelin family
PF00323	3.83060844980556	Mammalian defensin
PF00324	0.780521819456343	Amino acid permease
PF00326	0.385732784427097	Prolyl oligopeptidase family
PF00327	0.568321661659232	Ribosomal protein L30p/L7e
PF00328	0.527819990651578	Histidine phosphatase superfamily (branch 2)
PF00329	0.792687669575223	Respiratory-chain NADH dehydrogenase, 30 Kd subunit
PF00330	0.315063671905549	Aconitase family (aconitate hydratase)
PF00331	1.9078072207321	Glycosyl hydrolase family 10
PF00332	2.57212656159284	Glycosyl hydrolases family 17
PF00333	0.46390158262564	Ribosomal protein S5, N-terminal domain
PF00334	0.592129448643299	Nucleoside diphosphate kinase
PF00335	0.779539286612994	Tetraspanin family
PF00337	1.18250093933457	Galactoside-binding lectin
PF00338	0.451642393492793	Ribosomal protein S10p/S20e
PF00339	0.899519621925411	Arrestin (or S-antigen), N-terminal domain
PF00340	1.91025379077583	Interleukin-1 / 18
PF00341	1.3939034460726	PDGF/VEGF domain
PF00342	0.699205898780101	Phosphoglucose isomerase
PF00343	0.710191387380724	Carbohydrate phosphorylase
PF00344	0.664717371793772	SecY translocase
PF00346	1.06743932714904	Respiratory-chain NADH dehydrogenase, 49 Kd subunit
PF00347	0.623153718896645	Ribosomal protein L6
PF00348	0.581570053354471	Polyprenyl synthetase
PF00349	0.848597365563337	Hexokinase
PF00350	0.587984428263791	Dynamin family
PF00351	0.876892868036552	Biopterin-dependent aromatic amino acid hydroxylase
PF00352	0.509111829639629	Transcription factor TFIID (or TATA-binding protein, TBP)
PF00353	4.43481178355469	RTX calcium-binding nonapeptide repeat (4 copies)
PF00354	1.9106643080754	Pentaxin family
PF00355	0.626711324941237	Rieske [2Fe-2S] domain
PF00356	6.78232998312527	Bacterial regulatory proteins, lacI family
PF00357	1.67264790686475	Integrin alpha cytoplasmic region
PF00359	2.00742423670626	Phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 2
PF00360	2.37580395749406	Phytochrome region
PF00361	2.97433004756103	Proton-conducting membrane transporter
PF00362	1.10616244922324	Integrin beta chain VWA domain
PF00363	2.6710847754332	Casein
PF00364	0.286971837814122	Biotin-requiring enzyme
PF00365	0.838714485932634	Phosphofructokinase
PF00366	0.520335572687971	Ribosomal protein S17
PF00367	6.78232998312527	phosphotransferase system, EIIB
PF00368	0.56261078215074	Hydroxymethylglutaryl-coenzyme A reductase
PF00370	0.408083931748215	FGGY family of carbohydrate kinases, N-terminal domain
PF00372	3.34196413503128	Hemocyanin, copper containing domain
PF00373	1.03050254153131	FERM central domain
PF00375	1.45759332572727	Sodium:dicarboxylate symporter family
PF00377	2.10136190226559	Prion/Doppel alpha-helical domain
PF00378	0.400103553336478	Enoyl-CoA hydratase/isomerase
PF00379	3.87041918164985	Insect cuticle protein
PF00380	0.357873527788301	Ribosomal protein S9/S16
PF00381	6.78232998312527	PTS HPr component phosphorylation site
PF00382	0.559390748444712	Transcription factor TFIIB repeat
PF00383	0.770134024938408	Cytidine and deoxycytidylate deaminase zinc-binding region
PF00384	0.816496580927726	Molybdopterin oxidoreductase
PF00385	0.624711651334645	Chromo (CHRromatin Organisation MOdifier) domain
PF00386	1.85240648459362	C1q domain
PF00387	0.871905916887508	Phosphatidylinositol-specific phospholipase C, Y domain
PF00388	0.9277142571799	Phosphatidylinositol-specific phospholipase C, X domain
PF00389	0.517002852310494	D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain
PF00390	0.662311758090771	Malic enzyme, N-terminal domain
PF00391	1.48869836918183	PEP-utilising enzyme, mobile domain
PF00392	3.82777374616785	Bacterial regulatory proteins, gntR family
PF00393	1.08159477279121	6-phosphogluconate dehydrogenase, C-terminal domain
PF00394	2.04772911679222	Multicopper oxidase
PF00395	5.01011322904994	S-layer homology domain
PF00396	1.26543875427467	Granulin
PF00397	0.654903440130081	WW domain
PF00398	0.276074064136581	Ribosomal RNA adenine dimethylase
PF00399	4.95509480102257	Yeast PIR protein repeat
PF00400	0.316591514303723	WD domain, G-beta repeat
PF00401	3.82777374616785	ATP synthase, Delta/Epsilon chain, long alpha-helix domain
PF00402	1.21326007104825	Calponin family repeat
PF00403	1.19626893395348	Heavy-metal-associated domain
PF00405	1.23422468240884	Transferrin
PF00406	0.427893781763262	Adenylate kinase
PF00407	3.40153852261603	Pathogenesis-related protein Bet v I family
PF00408	0.255803477852771	Phosphoglucomutase/phosphomannomutase, C-terminal domain
PF00410	0.627937847473235	Ribosomal protein S8
PF00411	0.435998455306506	Ribosomal protein S11
PF00412	0.963515159657825	LIM domain
PF00413	1.11455969363278	Matrixin
PF00414	2.37161853506345	Neuraxin and MAP1B repeat
PF00415	0.5793800195782	Regulator of chromosome condensation (RCC1) repeat
PF00416	0.624927452579621	Ribosomal protein S13/S18
PF00418	1.32801036307648	Tau and MAP protein, tubulin-binding repeat
PF00420	4.43481178355469	NADH-ubiquinone/plastoquinone oxidoreductase chain 4L
PF00421	5.87233801321898	Photosystem II protein
PF00425	1.28154998746454	chorismate binding enzyme
PF00428	0.533599050678434	60s Acidic ribosomal protein
PF00429	2.58642381808115	ENV polyprotein (coat polyprotein)
PF00430	2.31592565938718	ATP synthase B/B' CF(0)
PF00431	1.17053434519503	CUB domain
PF00432	0.19109519485628	Prenyltransferase and squalene oxidase repeat
PF00433	0.834720991880687	Protein kinase C terminal domain
PF00435	1.1028311510018	Spectrin repeat
PF00436	1.03177652020179	Single-strand binding protein family
PF00437	6.78232998312527	Type II/IV secretion system protein
PF00438	0.60117417761527	S-adenosylmethionine synthetase, N-terminal domain
PF00439	0.547513484633914	Bromodomain
PF00440	6.78232998312527	Bacterial regulatory proteins, tetR family
PF00441	0.427110298033557	Acyl-CoA dehydrogenase, C-terminal domain
PF00443	0.495304348711984	Ubiquitin carboxyl-terminal hydrolase
PF00444	0.640771311149111	Ribosomal protein L36
PF00445	0.793609419415585	Ribonuclease T2 family
PF00446	1.93738798959378	Gonadotropin-releasing hormone
PF00447	1.2236215538474	HSF-type DNA-binding
PF00448	0.638820014653043	SRP54-type protein, GTPase domain
PF00449	1.57945410971734	Urease alpha-subunit, N-terminal domain
PF00450	1.32898541532559	Serine carboxypeptidase
PF00452	1.26646965680182	Apoptosis regulator proteins, Bcl-2 family
PF00453	0.532870169256969	Ribosomal protein L20
PF00454	0.371781737633347	Phosphatidylinositol 3- and 4-kinase
PF00456	0.580700710191707	Transketolase, thiamine diphosphate binding domain
PF00457	2.79185322759712	Glycosyl hydrolases family 11
PF00458	0.701438408185956	WHEP-TRS domain
PF00459	0.467785084920655	Inositol monophosphatase family
PF00460	6.78232998312527	Flagella basal body rod protein
PF00462	0.980406019584169	Glutaredoxin
PF00463	1.13027069814317	Isocitrate lyase family
PF00464	0.605945035008898	Serine hydroxymethyltransferase
PF00465	0.668746754924629	Iron-containing alcohol dehydrogenase
PF00466	0.363287882197835	Ribosomal protein L10
PF00467	0.516698605442879	KOW motif
PF00468	0.659604467283137	Ribosomal protein L34
PF00471	0.92136000976241	Ribosomal protein L33
PF00472	0.381736887959128	RF-1 domain
PF00473	1.56340088102068	Corticotropin-releasing factor family
PF00474	1.05039620630261	Sodium:solute symporter family
PF00475	1.19450904218087	Imidazoleglycerol-phosphate dehydratase
PF00476	0.513725962761535	DNA polymerase family A
PF00477	2.66988694447842	Small hydrophilic plant seed protein
PF00478	0.799249889570993	IMP dehydrogenase / GMP reductase domain
PF00479	0.622781592110807	Glucose-6-phosphate dehydrogenase, NAD binding domain
PF00480	1.33582564737608	ROK family
PF00481	0.859506644866609	Protein phosphatase 2C
PF00482	6.78232998312527	Type II secretion system (T2SS), protein F
PF00483	0.618755360538468	Nucleotidyl transferase
PF00484	1.17526720550104	Carbonic anhydrase
PF00485	0.767924805460252	Phosphoribulokinase / Uridine kinase family
PF00486	5.01011322904994	Transcriptional regulatory protein, C terminal
PF00487	0.384892622496928	Fatty acid desaturase
PF00488	0.290926652834826	MutS domain V
PF00489	1.70185084431518	Interleukin-6/G-CSF/MGF family
PF00490	0.365046969732118	Delta-aminolevulinic acid dehydratase
PF00491	0.60742718440353	Arginase family
PF00493	0.229360484673875	MCM P-loop domain
PF00494	0.687973135264377	Squalene/phytoene synthase
PF00496	5.32603667530244	Bacterial extracellular solute-binding proteins, family 5 Middle
PF00497	2.06264470591198	Bacterial extracellular solute-binding proteins, family 3
PF00498	0.377157932870687	FHA domain
PF00501	0.429369949181179	AMP-binding enzyme
PF00503	0.874170230489704	G-protein alpha subunit
PF00504	2.3077960278305	Chlorophyll A-B binding protein
PF00505	0.757420794235686	HMG (high mobility group) box
PF00507	2.51495526799186	NADH-ubiquinone/plastoquinone oxidoreductase, chain 3
PF00510	2.79185322759712	Cytochrome c oxidase subunit III
PF00512	1.45004923147461	His Kinase A (phospho-acceptor) domain
PF00514	0.626444458260284	Armadillo/beta-catenin-like repeat
PF00515	0.472701371991822	Tetratricopeptide repeat
PF00517	4.5558265502053	Retroviral envelope protein
PF00519	6.78232998312527	Papillomavirus helicase
PF00520	0.783511941503657	Ion transport protein
PF00521	0.731259293660756	DNA gyrase/topoisomerase IV, subunit A
PF00525	1.72472219985326	Alpha crystallin A chain, N terminal
PF00526	6.78232998312527	Dictyostelium (slime mold) repeat
PF00528	4.59322314745477	Binding-protein-dependent transport system inner membrane component
PF00530	2.65558505466159	Scavenger receptor cysteine-rich domain
PF00531	2.30880210286938	Death domain
PF00533	0.463184568939404	BRCA1 C Terminus (BRCT) domain
PF00534	0.9927258641086	Glycosyl transferases group 1
PF00535	0.842102777858716	Glycosyl transferase family 2
PF00536	0.985863394301963	SAM domain (Sterile alpha motif)
PF00537	6.78232998312527	Scorpion toxin-like domain
PF00538	1.00386765989488	linker histone H1 and H5 family
PF00542	0.940203311948519	Ribosomal protein L7/L12 C-terminal domain
PF00543	2.77229087720227	Nitrogen regulatory protein P-II
PF00544	2.26285020294806	Pectate lyase
PF00545	4.74224513167433	ribonuclease
PF00547	1.43847285419265	Urease, gamma subunit
PF00549	0.278886675511359	CoA-ligase
PF00550	1.28993917695613	Phosphopantetheine attachment site
PF00551	0.320421968356374	Formyl transferase
PF00552	4.84038565956612	Integrase DNA binding domain
PF00553	3.6975968171533	Cellulose binding domain
PF00554	1.4009855999985	Rel homology DNA-binding domain
PF00557	0.229682140401546	Metallopeptidase family M24
PF00560	2.15171013714261	Leucine Rich Repeat
PF00561	0.447238479796469	alpha/beta hydrolase fold
PF00562	0.337660873074363	RNA polymerase Rpb2, domain 6
PF00563	5.58862152429214	EAL domain
PF00564	0.897046403233473	PB1 domain
PF00565	0.440205514090402	Staphylococcal nuclease homologue
PF00566	0.439271730375795	Rab-GTPase-TBC domain
PF00567	1.10045787315292	Tudor domain
PF00568	1.08076807041976	WH1 domain
PF00569	0.535899122676652	Zinc finger, ZZ type
PF00570	0.456142623545008	HRDC domain
PF00571	0.530820778562511	CBS domain
PF00572	0.448026322434496	Ribosomal protein L13
PF00573	0.407324925491523	Ribosomal protein L4/L1 family
PF00574	1.41006534429842	Clp protease
PF00575	0.386228423248386	S1 RNA binding domain
PF00576	0.597709156553306	HIUase/Transthyretin family
PF00578	0.429324726750444	AhpC/TSA family
PF00579	0.301839128362164	tRNA synthetases class I (W and Y)
PF00580	1.49693841168973	UvrD/REP helicase N-terminal domain
