ann_term	generic	annotation
PF00155	7.31561219708794	Aminotransferase class I and II
PF00156	2.1653842358549	Phosphoribosyl transferase domain
PF00157	6.86890225449585	Pou domain - N-terminal to homeobox domain
PF00158	0.457264594180338	Sigma-54 interaction domain
PF00159	1.41349913264204	Pancreatic hormone peptide
PF00160	6.07378869330413	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD
PF00161	3.16865965991995	Ribosome inactivating protein
PF00162	1.2653102785523	Phosphoglycerate kinase
PF00163	0.943879807448539	Ribosomal protein S4/S9 N-terminal domain
PF00164	0.868645758952091	Ribosomal protein S12/S23
PF00166	2.62120336309625	Chaperonin 10 Kd subunit
PF00167	10.5843413979464	Fibroblast growth factor
PF00168	85.3670151330552	C2 domain
PF00169	81.5794339303972	PH domain
PF00170	20.2531204728775	bZIP transcription factor
PF00171	6.26977679109081	Aldehyde dehydrogenase family
PF00172	36.8864350528631	Fungal Zn(2)-Cys(6) binuclear cluster domain
PF00173	4.06177052502721	Cytochrome b5-like Heme/Steroid binding domain
PF00174	1.17335743776893	Oxidoreductase molybdopterin binding domain
PF00175	3.04677342164269	Oxidoreductase NAD-binding domain
PF00176	7.68292084608925	SNF2 family N-terminal domain
PF00177	0.60134529316871	Ribosomal protein S7p/S5e
PF00178	12.2020862597717	Ets-domain
PF00179	11.4149467848523	Ubiquitin-conjugating enzyme
PF00180	1.89016593788145	Isocitrate/isopropylmalate dehydrogenase
PF00181	0.934739200920435	Ribosomal Proteins L2, RNA binding domain
PF00182	7.62293191030137	Chitinase class I
PF00183	9.63563462079455	Hsp90 protein
PF00184	0.893297149877799	Neurohypophysial hormones, C-terminal Domain
PF00185	0.504524979109513	Aspartate/ornithine carbamoyltransferase, Asp/Orn binding domain
PF00186	0.724743075339479	Dihydrofolate reductase
PF00187	6.22247474235066	Chitin recognition protein
PF00188	15.991222339746	Cysteine-rich secretory protein family
PF00189	0.579968651190421	Ribosomal protein S3, C-terminal domain
PF00190	24.1985682855558	Cupin
PF00191	24.0507250147968	Annexin
PF00193	12.9235514398397	Extracellular link domain
PF00194	8.63087012947821	Eukaryotic-type carbonic anhydrase
PF00195	8.16700679563817	Chalcone and stilbene synthases, N-terminal domain
PF00196	0.208409077139993	Bacterial regulatory proteins, luxR family
PF00197	1.38644228953903	Trypsin and protease inhibitor
PF00198	1.77610401005838	2-oxoacid dehydrogenases acyltransferase (catalytic domain)
PF00199	1.42382327810467	Catalase
PF00200	10.8337762147234	Disintegrin
PF00201	53.956894505211	UDP-glucoronosyl and UDP-glucosyl transferase
PF00202	2.3798395667852	Aminotransferase class-III
PF00203	1.12051575426477	Ribosomal protein S19
PF00204	0.876171654230361	DNA gyrase B
PF00205	1.86623371602495	Thiamine pyrophosphate enzyme, central domain
PF00206	0.941200608721959	Lyase
PF00207	7.98812249593739	Alpha-2-macroglobulin family
PF00208	1.35101906916687	Glutamate/Leucine/Phenylalanine/Valine dehydrogenase
PF00209	18.3974910454572	Sodium:neurotransmitter symporter family
PF00210	3.82310889410197	Ferritin-like domain
PF00211	24.2408579039437	Adenylate and Guanylate cyclase catalytic domain
PF00212	1.91274301948428	Atrial natriuretic peptide
PF00213	0.587753813645259	ATP synthase delta (OSCP) subunit
PF00214	2.82163359804496	Calcitonin / CGRP / IAPP family
PF00215	0.587753813645259	Orotidine 5'-phosphate decarboxylase / HUMPS family
PF00216	0.252262489554756	Bacterial DNA-binding protein
PF00217	3.5672471914983	ATP:guanido phosphotransferase, C-terminal catalytic domain
PF00218	0.936358732947836	Indole-3-glycerol phosphate synthase
PF00219	8.97932529916824	Insulin-like growth factor binding protein
PF00220	0.869226987360353	Neurohypophysial hormones, N-terminal Domain
PF00221	3.18962966090695	Aromatic amino acid lyase
PF00223	0.504524979109513	Photosystem I psaA/psaB protein
PF00224	4.56081243870104	Pyruvate kinase, barrel domain
PF00225	19.1626478000059	Kinesin motor domain
PF00226	19.2600491938493	DnaJ domain
PF00227	3.9508342042018	Proteasome subunit
PF00228	3.1920038986331	Bowman-Birk serine protease inhibitor family
PF00229	7.08804656025932	TNF(Tumour Necrosis Factor) family
PF00230	10.815813338895	Major intrinsic protein
PF00231	0.55686713864351	ATP synthase
PF00232	12.6956605964321	Glycosyl hydrolase family 1
PF00233	9.55008064908566	3'5'-cyclic nucleotide phosphodiesterase
PF00234	6.54433211476029	Protease inhibitor/seed storage/LTP family
PF00235	2.18627490947456	Profilin
PF00236	0.639602149066831	Glycoprotein hormone
PF00237	0.786245393106896	Ribosomal protein L22p/L17e
PF00238	1.11101009641832	Ribosomal protein L14p/L23e
PF00240	26.1426158529778	Ubiquitin family
PF00241	4.76201298578318	Cofilin/tropomyosin-type actin-binding protein
PF00243	1.92590002572587	Nerve growth factor family
PF00244	3.7161944257669	14-3-3 protein
PF00245	3.46147630091818	Alkaline phosphatase
PF00246	10.7044784359565	Zinc carboxypeptidase
PF00248	10.4869808656623	Aldo/keto reductase family
PF00249	100.000141414041	Myb-like DNA-binding domain
PF00250	20.8169753962113	Forkhead domain
PF00251	3.25405729649754	Glycosyl hydrolases family 32 N-terminal domain
PF00252	2.19112074085617	Ribosomal protein L16p/L10e
PF00253	0.958744970882205	Ribosomal protein S14p/S29e
PF00254	9.26233820862254	FKBP-type peptidyl-prolyl cis-trans isomerase
PF00255	3.06116106578976	Glutathione peroxidase
PF00257	2.94254751169558	Dehydrin
PF00258	1.77097815807074	Flavodoxin
PF00260	0.287799032014152	Protamine P1
PF00261	3.18820426959228	Tropomyosin
PF00262	2.53699894291733	Calreticulin family
PF00264	5.52249760506782	Common central domain of tyrosinase
PF00265	0.690483654236418	Thymidine kinase
PF00266	3.90570678041062	Aminotransferase class-V
PF00268	1.12725643520322	Ribonucleotide reductase, small chain
PF00270	14.8399882926252	DEAD/DEAH box helicase
PF00271	20.3397158388223	Helicase conserved C-terminal domain
PF00272	0.943879807448539	Cecropin family
PF00273	4.85309439971296	Serum albumin family
PF00274	2.01835016132914	Fructose-bisphosphate aldolase class-I
PF00275	0.623609564462324	EPSP synthase (3-phosphoshikimate 1-carboxyvinyltransferase)
PF00276	0.733057799476779	Ribosomal protein L23
PF00277	1.45886353997995	Serum amyloid A protein
PF00278	1.96046788890671	Pyridoxal-dependent decarboxylase, C-terminal sheet domain
PF00280	1.7899833530065	Potato inhibitor I family
PF00281	1.25206899477496	Ribosomal protein L5
PF00282	4.63190516467527	Pyridoxal-dependent decarboxylase conserved domain
PF00283	0.208409077139993	Cytochrome b559, alpha (gene psbE) and beta (gene psbF)subunits
PF00284	0.252262489554756	Lumenal portion of Cytochrome b559, alpha (gene psbE) subunit
PF00285	1.02887601711084	Citrate synthase, C-terminal domain
PF00287	2.50998007960223	Sodium / potassium ATPase beta chain
PF00288	2.15907761824724	GHMP kinases N terminal domain
PF00289	1.66727261711994	Biotin carboxylase, N-terminal domain
PF00290	1.13618180363404	Tryptophan synthase alpha chain
PF00291	5.33920131733864	Pyridoxal-phosphate dependent enzyme
PF00292	5.17687164221791	'Paired box' domain
PF00293	5.42087249304562	NUDIX domain
PF00294	4.68470539590961	pfkB family carbohydrate kinase
PF00295	17.2382883680076	Glycosyl hydrolases family 28
PF00296	1.07918787272952	Luciferase-like monooxygenase
PF00297	1.00904995821903	Ribosomal protein L3
PF00298	1.15775819599951	Ribosomal protein L11, RNA binding domain
PF00300	6.10869557402901	Histidine phosphatase superfamily (branch 1)
PF00301	0.457264594180338	Rubredoxin
PF00303	0.504524979109513	Thymidylate synthase
PF00304	3.61911312312558	Gamma-thionin family
PF00305	5.9702122527959	Lipoxygenase
PF00306	0.638020929962887	ATP synthase alpha/beta chain, C terminal domain
PF00307	37.1924696407727	Calponin homology (CH) domain
PF00308	0.298142396999972	Bacterial dnaA  protein
PF00310	1.14724087102998	Glutamine amidotransferases class-II
PF00311	2.04049904769308	Phosphoenolpyruvate carboxylase
PF00312	1.00654424300739	Ribosomal protein S15
PF00313	5.01996015920445	'Cold-shock' DNA-binding domain
PF00314	10.9148679989427	Thaumatin family
PF00316	1.26849947145866	Fructose-1-6-bisphosphatase, N-terminal domain
PF00317	0.366528899738389	Ribonucleotide reductase, all-alpha domain
PF00318	2.41481119993119	Ribosomal protein S2
PF00319	23.5163386142099	SRF-type transcription factor (DNA-binding and dimerisation domain)
PF00320	9.3064005345295	GATA zinc finger
PF00321	1.85401557096313	Plant thionin
PF00322	1.56088552955162	Endothelin family
PF00323	3.10148221326383	Mammalian defensin
PF00324	7.72363550761851	Amino acid permease
PF00326	3.23771961152109	Prolyl oligopeptidase family
PF00327	1.56120906267346	Ribosomal protein L30p/L7e
PF00328	4.70954328781443	Histidine phosphatase superfamily (branch 2)
PF00329	0.608857184163142	Respiratory-chain NADH dehydrogenase, 30 Kd subunit
PF00330	1.06931489442275	Aconitase family (aconitate hydratase)
PF00331	3.4703651599557	Glycosyl hydrolase family 10
PF00332	17.104491701411	Glycosyl hydrolases family 17
PF00333	1.16037263259034	Ribosomal protein S5, N-terminal domain
PF00334	4.34322879476046	Nucleoside diphosphate kinase
PF00335	15.4310129808824	Tetraspanin family
PF00337	10.3585713300628	Galactoside-binding lectin
PF00338	1.25045446283996	Ribosomal protein S10p/S20e
PF00339	7.65268817891049	Arrestin (or S-antigen), N-terminal domain
PF00340	3.03481482303303	Interleukin-1 / 18
PF00341	4.67175047763175	PDGF/VEGF domain
PF00342	1.05791867324096	Phosphoglucose isomerase
PF00343	1.47641389176544	Carbohydrate phosphorylase
PF00344	1.38826248500517	SecY translocase
PF00346	1.00904995821903	Respiratory-chain NADH dehydrogenase, 49 Kd subunit
PF00347	2.22065601372953	Ribosomal protein L6
PF00348	2.91512946504607	Polyprenyl synthetase
PF00349	3.68288424521276	Hexokinase
PF00350	6.81738715907845	Dynamin family
PF00351	2.02708927013363	Biopterin-dependent aromatic amino acid hydroxylase
PF00352	2.44391638006035	Transcription factor TFIID (or TATA-binding protein, TBP)
PF00353	0.48721015729738	RTX calcium-binding nonapeptide repeat (4 copies)
PF00354	13.8495523758027	Pentaxin family
PF00355	3.23537892180758	Rieske [2Fe-2S] domain
PF00356	0.149071198499986	Bacterial regulatory proteins, lacI family
PF00357	2.82270734715393	Integrin alpha cytoplasmic region
PF00359	0.484090316308263	Phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 2
PF00360	1.19890522451682	Phytochrome region
PF00361	1.17550762729052	Proton-conducting membrane transporter
PF00362	4.03144208100839	Integrin beta chain VWA domain
PF00363	0.815258526264193	Casein
PF00364	2.89199522192488	Biotin-requiring enzyme
PF00365	4.10813433041906	Phosphofructokinase
PF00366	1.32459256171302	Ribosomal protein S17
PF00367	0.149071198499986	phosphotransferase system, EIIB
PF00368	0.777200362866876	Hydroxymethylglutaryl-coenzyme A reductase
PF00370	2.11703051036545	FGGY family of carbohydrate kinases, N-terminal domain
PF00372	2.64231303630327	Hemocyanin, copper containing domain
PF00373	21.7123760267566	FERM central domain
PF00375	9.35371151960115	Sodium:dicarboxylate symporter family
PF00377	0.941200608721959	Prion/Doppel alpha-helical domain
PF00378	4.42353668094623	Enoyl-CoA hydratase/isomerase
PF00379	50.8454084018956	Insect cuticle protein
PF00380	0.863397096042456	Ribosomal protein S9/S16
PF00381	0.149071198499986	PTS HPr component phosphorylation site
PF00382	2.81231059968328	Transcription factor TFIIB repeat
PF00383	4.92673596539608	Cytidine and deoxycytidylate deaminase zinc-binding region
PF00384	0.82572282384477	Molybdopterin oxidoreductase
PF00385	10.3607651525095	Chromo (CHRromatin Organisation MOdifier) domain
PF00386	27.3208212308355	C1q domain
PF00387	6.5336734605342	Phosphatidylinositol-specific phospholipase C, Y domain
PF00388	7.95555837706626	Phosphatidylinositol-specific phospholipase C, X domain
PF00389	3.3549300373563	D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain
PF00390	1.87810349216243	Malic enzyme, N-terminal domain
PF00391	1.07449776851581	PEP-utilising enzyme, mobile domain
PF00392	0.252262489554756	Bacterial regulatory proteins, gntR family
PF00393	1.68624860072124	6-phosphogluconate dehydrogenase, C-terminal domain
PF00394	17.5295709755219	Multicopper oxidase
PF00395	0.330289129537908	S-layer homology domain
PF00396	6.47543922304218	Granulin
PF00397	25.6597393249078	WW domain
PF00398	0.757454535756024	Ribosomal RNA adenine dimethylase
PF00399	5.87985775956589	Yeast PIR protein repeat
PF00400	170.053889260214	WD domain, G-beta repeat
PF00401	0.252262489554756	ATP synthase, Delta/Epsilon chain, long alpha-helix domain
PF00402	6.04135579137496	Calponin family repeat
PF00403	19.6954078634866	Heavy-metal-associated domain
PF00405	3.83458477596211	Transferrin
PF00406	4.24418794507634	Adenylate kinase
PF00407	6.49965034024558	Pathogenesis-related protein Bet v I family
PF00408	0.792642938707479	Phosphoglucomutase/phosphomannomutase, C-terminal domain
PF00410	1.04446593573419	Ribosomal protein S8
PF00411	0.967658842962558	Ribosomal protein S11
PF00412	66.25657962372	LIM domain
PF00413	10.9430112377487	Matrixin
PF00414	1.87568169425993	Neuraxin and MAP1B repeat
PF00415	48.8085106008236	Regulator of chromosome condensation (RCC1) repeat
PF00416	1.02592653368809	Ribosomal protein S13/S18
PF00418	6.50927853688157	Tau and MAP protein, tubulin-binding repeat
PF00420	0.48721015729738	NADH-ubiquinone/plastoquinone oxidoreductase chain 4L
PF00421	0.903416634870986	Photosystem II protein
PF00425	1.67874411932904	chorismate binding enzyme
PF00428	2.48632624203224	60s Acidic ribosomal protein
PF00429	5.69617982918944	ENV polyprotein (coat polyprotein)
PF00430	0.457264594180338	ATP synthase B/B' CF(0)
PF00431	89.4807241812448	CUB domain
PF00432	2.71695016182082	Prenyltransferase and squalene oxidase repeat
PF00433	11.6221227567832	Protein kinase C terminal domain
PF00435	98.8082368872539	Spectrin repeat
PF00436	1.17936808966034	Single-strand binding protein family
PF00437	0.149071198499986	Type II/IV secretion system protein
PF00438	1.24235033039572	S-adenosylmethionine synthetase, N-terminal domain
PF00439	16.6599077204085	Bromodomain
PF00440	0.149071198499986	Bacterial regulatory proteins, tetR family
PF00441	4.71082998970661	Acyl-CoA dehydrogenase, C-terminal domain
PF00443	16.4820686158803	Ubiquitin carboxyl-terminal hydrolase
PF00444	0.534657447211377	Ribosomal protein L36
PF00445	1.80431581369658	Ribonuclease T2 family
PF00446	0.633253583495665	Gonadotropin-releasing hormone
PF00447	11.5400926068094	HSF-type DNA-binding
PF00448	1.84910570795504	SRP54-type protein, GTPase domain
PF00449	0.656744342429481	Urease alpha-subunit, N-terminal domain
PF00450	16.3309522073883	Serine carboxypeptidase
PF00452	5.1564414947606	Apoptosis regulator proteins, Bcl-2 family
PF00453	0.562282505651399	Ribosomal protein L20
PF00454	6.38163400119848	Phosphatidylinositol 3- and 4-kinase
PF00456	1.09175051725163	Transketolase, thiamine diphosphate binding domain
PF00457	0.4903101471559	Glycosyl hydrolases family 11
PF00458	3.26474897328812	WHEP-TRS domain
PF00459	2.34477713183573	Inositol monophosphatase family
PF00460	0.149071198499986	Flagella basal body rod protein
PF00462	11.4752698522439	Glutaredoxin
PF00463	0.763431911062331	Isocitrate lyase family
PF00464	1.51690807269594	Serine hydroxymethyltransferase
PF00465	0.822658906696862	Iron-containing alcohol dehydrogenase
PF00466	1.0861850578046	Ribosomal protein L10
PF00467	2.93326446200141	KOW motif
PF00468	0.638020929962887	Ribosomal protein L34
PF00471	0.687551650952329	Ribosomal protein L33
PF00472	1.45990175399344	RF-1 domain
PF00473	1.62368828177198	Corticotropin-releasing factor family
PF00474	9.95129553516942	Sodium:solute symporter family
PF00475	0.625227231419978	Imidazoleglycerol-phosphate dehydratase
PF00476	1.25045446283996	DNA polymerase family A
PF00477	0.879049072991533	Small hydrophilic plant seed protein
PF00478	2.36280094016155	IMP dehydrogenase / GMP reductase domain
PF00479	1.34164078649987	Glucose-6-phosphate dehydrogenase, NAD binding domain
PF00480	0.968180632616526	ROK family
PF00481	21.8225858349842	Protein phosphatase 2C
PF00482	0.149071198499986	Type II secretion system (T2SS), protein F
PF00483	3.10050500937046	Nucleotidyl transferase
PF00484	2.0243467583346	Carbonic anhydrase
PF00485	2.76741501379642	Phosphoribulokinase / Uridine kinase family
PF00486	0.330289129537908	Transcriptional regulatory protein, C terminal
PF00487	3.21800490297258	Fatty acid desaturase
PF00488	1.72181487525415	MutS domain V
PF00489	0.434613493680177	Interleukin-6/G-CSF/MGF family
PF00490	0.393122696553448	Delta-aminolevulinic acid dehydratase
PF00491	1.38425489566106	Arginase family
PF00493	1.92852065563009	MCM P-loop domain
PF00494	1.57249078621379	Squalene/phytoene synthase
PF00496	0.468179366473918	Bacterial extracellular solute-binding proteins, family 5 Middle
PF00497	6.37680455742815	Bacterial extracellular solute-binding proteins, family 3
PF00498	7.03885321238158	FHA domain
PF00501	15.0915388696629	AMP-binding enzyme
PF00503	8.33981566058419	G-protein alpha subunit
PF00504	11.5431994934444	Chlorophyll A-B binding protein
PF00505	20.4600374220853	HMG (high mobility group) box
PF00507	0.441530853904339	NADH-ubiquinone/plastoquinone oxidoreductase, chain 3
PF00510	0.4903101471559	Cytochrome c oxidase subunit III
PF00512	4.50230019775526	His Kinase A (phospho-acceptor) domain
PF00514	38.6671238217489	Armadillo/beta-catenin-like repeat
PF00515	7.78057669696622	Tetratricopeptide repeat
PF00517	2.30239225611322	Retroviral envelope protein
PF00519	0.149071198499986	Papillomavirus helicase
PF00520	74.0962178181147	Ion transport protein
PF00521	1.57537874234045	DNA gyrase/topoisomerase IV, subunit A
PF00525	1.43969693780576	Alpha crystallin A chain, N terminal
PF00526	29.5160973029972	Dictyostelium (slime mold) repeat
PF00528	2.62409195453562	Binding-protein-dependent transport system inner membrane component
PF00530	205.56423459701	Scavenger receptor cysteine-rich domain
PF00531	61.2628300312216	Death domain
PF00533	4.42924167529633	BRCA1 C Terminus (BRCT) domain
PF00534	10.085893739538	Glycosyl transferases group 1
PF00535	10.4639834429795	Glycosyl transferase family 2
PF00536	32.620607603232	SAM domain (Sterile alpha motif)
PF00537	1.0434983894999	Scorpion toxin-like domain
PF00538	9.65202653133611	linker histone H1 and H5 family
PF00542	1.6292775867069	Ribosomal protein L7/L12 C-terminal domain
PF00543	0.547722557505166	Nitrogen regulatory protein P-II
PF00544	6.30399905142791	Pectate lyase
PF00545	0.208409077139993	ribonuclease
PF00547	0.534657447211377	Urease, gamma subunit
PF00549	1.12815214963553	CoA-ligase
PF00550	11.8659175793531	Phosphopantetheine attachment site
PF00551	1.03572548135463	Formyl transferase
PF00552	1.06363204695662	Integrase DNA binding domain
PF00553	0.649786289653931	Cellulose binding domain
PF00554	5.21100234643446	Rel homology DNA-binding domain
PF00557	2.36600502915353	Metallopeptidase family M24
PF00560	68.0368883901827	Leucine Rich Repeat
PF00561	9.44895911107823	alpha/beta hydrolase fold
PF00562	1.24316312101612	RNA polymerase Rpb2, domain 6
PF00563	1.35101906916687	EAL domain
PF00564	9.27922628261863	PB1 domain
PF00565	2.26457122393685	Staphylococcal nuclease homologue
PF00566	11.9724852908828	Rab-GTPase-TBC domain
PF00567	21.1446915276147	Tudor domain
PF00568	5.16544462576245	WH1 domain
PF00569	6.40170431852473	Zinc finger, ZZ type
PF00570	1.31348868485896	HRDC domain
PF00571	14.6584687832907	CBS domain
PF00572	1.07214502260419	Ribosomal protein L13
PF00573	1.03572548135463	Ribosomal protein L4/L1 family
PF00574	3.31083315218634	Clp protease
PF00575	3.86841653194773	S1 RNA binding domain
PF00576	0.735121786103528	HIUase/Transthyretin family
PF00578	2.19917339843034	AhpC/TSA family
PF00579	1.48051315155226	tRNA synthetases class I (W and Y)
PF00580	1.21147710158994	UvrD/REP helicase N-terminal domain
PF00581	6.78701969671787	Rhodanese-like domain
