ann_term	cv	annotation
PF00361	2.93876906822629	Proton-conducting membrane transporter
PF00362	1.13384308528361	Integrin beta chain VWA domain
PF00363	2.82204874476067	Casein
PF00364	0.289199522192488	Biotin-requiring enzyme
PF00365	0.851917257460174	Phosphofructokinase
PF00366	0.522865484886717	Ribosomal protein S17
PF00367	6.70820393249937	phosphotransferase system, EIIB
PF00368	0.564097037564668	Hydroxymethylglutaryl-coenzyme A reductase
PF00370	0.412408540980282	FGGY family of carbohydrate kinases, N-terminal domain
PF00372	3.30289129537908	Hemocyanin, copper containing domain
PF00373	1.05399883625032	FERM central domain
PF00375	1.48210217740159	Sodium:dicarboxylate symporter family
PF00377	2.22915933644674	Prion/Doppel alpha-helical domain
PF00378	0.401328932747138	Enoyl-CoA hydratase/isomerase
PF00379	3.82615949512592	Insect cuticle protein
PF00380	0.35974879001769	Ribosomal protein S9/S16
PF00381	6.70820393249937	PTS HPr component phosphorylation site
PF00382	0.562462119936655	Transcription factor TFIIB repeat
PF00383	0.77790567874675	Cytidine and deoxycytidylate deaminase zinc-binding region
PF00384	0.82572282384477	Molybdopterin oxidoreductase
PF00385	0.629196264322437	Chromo (CHRromatin Organisation MOdifier) domain
PF00386	1.91501083393707	C1q domain
PF00387	0.888263763516734	Phosphatidylinositol-specific phospholipase C, Y domain
PF00388	0.947090282984078	Phosphatidylinositol-specific phospholipase C, X domain
PF00389	0.515262292426736	D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain
PF00390	0.670751247200869	Malic enzyme, N-terminal domain
PF00391	1.46522422979429	PEP-utilising enzyme, mobile domain
PF00392	3.78393734332135	Bacterial regulatory proteins, gntR family
PF00393	1.08401695760651	6-phosphogluconate dehydrogenase, C-terminal domain
PF00394	2.03306879870743	Multicopper oxidase
PF00395	4.95433694306862	S-layer homology domain
PF00396	1.2893573674199	Granulin
PF00397	0.664377600472298	WW domain
PF00398	0.27938896810673	Ribosomal RNA adenine dimethylase
PF00399	4.89988146630491	Yeast PIR protein repeat
PF00400	0.317646632215751	WD domain, G-beta repeat
PF00401	3.78393734332135	ATP synthase, Delta/Epsilon chain, long alpha-helix domain
PF00402	1.24706885601777	Calponin family repeat
PF00403	1.20584129776449	Heavy-metal-associated domain
PF00405	1.26879643322276	Transferrin
PF00406	0.432100582643519	Adenylate kinase
PF00407	3.36188810702358	Pathogenesis-related protein Bet v I family
PF00408	0.256611023322565	Phosphoglucomutase/phosphomannomutase, C-terminal domain
PF00410	0.626679561440512	Ribosomal protein S8
PF00411	0.439844928619344	Ribosomal protein S11
PF00412	0.982387506776738	LIM domain
PF00413	1.14254177656309	Matrixin
PF00414	2.55774776489991	Neuraxin and MAP1B repeat
PF00415	0.587739624575076	Regulator of chromosome condensation (RCC1) repeat
PF00416	0.623874243458972	Ribosomal protein S13/S18
PF00418	1.36877352411061	Tau and MAP protein, tubulin-binding repeat
PF00420	4.38489141567642	NADH-ubiquinone/plastoquinone oxidoreductase chain 4L
PF00421	5.80767836702777	Photosystem II protein
PF00425	1.25905808949678	chorismate binding enzyme
PF00428	0.532784194721195	60s Acidic ribosomal protein
PF00429	2.72689459908005	ENV polyprotein (coat polyprotein)
PF00430	2.28632297090169	ATP synthase B/B' CF(0)
PF00431	1.20054638883602	CUB domain
PF00432	0.18867709457089	Prenyltransferase and squalene oxidase repeat
PF00433	0.847642664595207	Protein kinase C terminal domain
PF00435	1.12823411822543	Spectrin repeat
PF00436	1.04061890264148	Single-strand binding protein family
PF00437	6.70820393249937	Type II/IV secretion system protein
PF00438	0.607671357258774	S-adenosylmethionine synthetase, N-terminal domain
PF00439	0.550841915810713	Bromodomain
PF00440	6.70820393249937	Bacterial regulatory proteins, tetR family
PF00441	0.432627243952648	Acyl-CoA dehydrogenase, C-terminal domain
PF00443	0.478820586000396	Ubiquitin carboxyl-terminal hydrolase
PF00444	0.650259057419242	Ribosomal protein L36
PF00445	0.788293316663555	Ribonuclease T2 family
PF00446	2.03545794695035	Gonadotropin-releasing hormone
PF00447	1.23938942077905	HSF-type DNA-binding
PF00448	0.640075052753669	SRP54-type protein, GTPase domain
PF00449	1.55544712680667	Urease alpha-subunit, N-terminal domain
PF00450	1.31701227478938	Serine carboxypeptidase
PF00452	1.30359475991139	Apoptosis regulator proteins, Bcl-2 family
PF00453	0.538355590517297	Ribosomal protein L20
PF00454	0.37637422025417	Phosphatidylinositol 3- and 4-kinase
PF00456	0.577985567956743	Transketolase, thiamine diphosphate binding domain
PF00457	2.75799457775194	Glycosyl hydrolases family 11
PF00458	0.7131733194076	WHEP-TRS domain
PF00459	0.473161304630529	Inositol monophosphatase family
PF00460	6.70820393249937	Flagella basal body rod protein
PF00462	0.983594558763765	Glutaredoxin
PF00463	1.10820761283242	Isocitrate lyase family
PF00464	0.609471993493903	Serine hydroxymethyltransferase
PF00465	0.673084560024705	Iron-containing alcohol dehydrogenase
PF00466	0.367506222565466	Ribosomal protein L10
PF00467	0.521726880593136	KOW motif
PF00468	0.667696322054184	Ribosomal protein L34
PF00471	0.937570433116812	Ribosomal protein L33
PF00472	0.386444581939441	RF-1 domain
PF00473	1.62368828177198	Corticotropin-releasing factor family
PF00474	1.07131172029336	Sodium:solute symporter family
PF00475	1.17230105891246	Imidazoleglycerol-phosphate dehydratase
PF00476	0.521022692849982	DNA polymerase family A
PF00477	2.6371472189746	Small hydrophilic plant seed protein
PF00478	0.811649177918088	IMP dehydrogenase / GMP reductase domain
PF00479	0.628894118671816	Glucose-6-phosphate dehydrogenase, NAD binding domain
PF00480	1.36150401461699	ROK family
PF00481	0.867505620648665	Protein phosphatase 2C
PF00482	6.70820393249937	Type II secretion system (T2SS), protein F
PF00483	0.617357192131286	Nucleotidyl transferase
PF00484	1.1531089129754	Carbonic anhydrase
PF00485	0.773501090812665	Phosphoribulokinase / Uridine kinase family
PF00486	4.95433694306862	Transcriptional regulatory protein, C terminal
PF00487	0.38719310329884	Fatty acid desaturase
PF00488	0.292383658062025	MutS domain V
PF00489	1.777964292328	Interleukin-6/G-CSF/MGF family
PF00490	0.368552528018858	Delta-aminolevulinic acid dehydratase
PF00491	0.616747230740077	Arginase family
PF00493	0.232041255356562	MCM P-loop domain
PF00494	0.69374593509432	Squalene/phytoene synthase
PF00496	5.26701787283158	Bacterial extracellular solute-binding proteins, family 5 Middle
PF00497	2.03515039066856	Bacterial extracellular solute-binding proteins, family 3
PF00498	0.377081422091871	FHA domain
PF00501	0.433664910047784	AMP-binding enzyme
PF00503	0.891429227378357	G-protein alpha subunit
PF00504	2.27826305791665	Chlorophyll A-B binding protein
PF00505	0.76981746153331	HMG (high mobility group) box
PF00507	2.48361105321191	NADH-ubiquinone/plastoquinone oxidoreductase, chain 3
PF00510	2.75799457775194	Cytochrome c oxidase subunit III
PF00512	1.42678527393653	His Kinase A (phospho-acceptor) domain
PF00514	0.635044004371789	Armadillo/beta-catenin-like repeat
PF00515	0.477010832920272	Tetratricopeptide repeat
PF00517	4.70943870568612	Retroviral envelope protein
PF00519	6.70820393249937	Papillomavirus helicase
PF00520	0.796923948808595	Ion transport protein
PF00521	0.738458785472087	DNA gyrase/topoisomerase IV, subunit A
PF00525	1.7996211722572	Alpha crystallin A chain, N terminal
PF00526	6.70820393249937	Dictyostelium (slime mold) repeat
PF00528	4.54169761361935	Binding-protein-dependent transport system inner membrane component
PF00530	2.68360619578342	Scavenger receptor cysteine-rich domain
PF00531	2.34224923653778	Death domain
PF00533	0.467877641756654	BRCA1 C Terminus (BRCT) domain
PF00534	0.993140521398712	Glycosyl transferases group 1
PF00535	0.856144099880143	Glycosyl transferase family 2
PF00536	1.00749989165782	SAM domain (Sterile alpha motif)
PF00537	6.70820393249937	Scorpion toxin-like domain
PF00538	1.02197927978853	linker histone H1 and H5 family
PF00542	0.939967838484749	Ribosomal protein L7/L12 C-terminal domain
PF00543	2.73861278752583	Nitrogen regulatory protein P-II
PF00544	2.23370045129335	Pectate lyase
PF00545	4.68920423564984	ribonuclease
PF00547	1.41526971320659	Urease, gamma subunit
PF00549	0.282038037408883	CoA-ligase
PF00550	1.28977364992968	Phosphopantetheine attachment site
PF00551	0.323664212923321	Formyl transferase
PF00552	4.78634421130479	Integrase DNA binding domain
PF00553	3.65504787930336	Cellulose binding domain
PF00554	1.44750065178735	Rel homology DNA-binding domain
PF00557	0.230954937769867	Metallopeptidase family M24
PF00560	2.15306608829692	Leucine Rich Repeat
PF00561	0.452343787232468	alpha/beta hydrolase fold
PF00562	0.339044487549852	RNA polymerase Rpb2, domain 6
PF00563	5.5268961920463	EAL domain
PF00564	0.911714372746372	PB1 domain
PF00565	0.445003078939555	Staphylococcal nuclease homologue
PF00566	0.427249673346332	Rab-GTPase-TBC domain
PF00567	1.12738284211216	Tudor domain
PF00568	1.10688099123481	WH1 domain
PF00569	0.542517315129214	Zinc finger, ZZ type
PF00570	0.461773365770729	HRDC domain
PF00571	0.538035151099576	CBS domain
PF00572	0.450902112310175	Ribosomal protein L13
PF00573	0.408839005797879	Ribosomal protein L4/L1 family
PF00574	1.40554237592816	Clp protease
PF00575	0.391188188623927	S1 RNA binding domain
PF00576	0.60146327953925	HIUase/Transthyretin family
PF00578	0.434047381269145	AhpC/TSA family
PF00579	0.30283223554478	tRNA synthetases class I (W and Y)
PF00580	1.47341809652831	UvrD/REP helicase N-terminal domain
